p1		p2	
9277	WDR46	92856	IMP4
9277	WDR46	11103	KRR1
9277	WDR46	2091	FBL
9277	WDR46	51096	UTP18
9277	WDR46	10199	MPHOSPH10
9277	WDR46	9136	RRP9
9277	WDR46	88745	RRP36
9277	WDR46	54555	DDX49
9277	WDR46	57050	UTP3
9277	WDR46	5822	PWP2
9277	WDR46	51602	NOP58
9277	WDR46	11056	DDX52
9277	WDR46	10885	WDR3
9277	WDR46	65083	NOL6
9277	WDR46	25879	DCAF13
9277	WDR46	84135	UTP15
9277	WDR46	84128	WDR75
9277	WDR46	57647	DHX37
9277	WDR46	8602	NOP14
9277	WDR46	27341	RRP7A
9277	WDR46	79050	NOC4L
9277	WDR46	55272	IMP3
9277	WDR46	6201	RPS7
9277	WDR46	51077	FCF1
9277	WDR46	6187	RPS2
9277	WDR46	51202	DDX47
9277	WDR46	55127	HEATR1
9277	WDR46	22984	PDCD11
9277	WDR46	9790	BMS1
9277	WDR46	10528	NOP56
9277	WDR46	10171	RCL1
9277	WDR46	10813	UTP14A
9277	WDR46	23160	WDR43
9277	WDR46	134430	WDR36
9277	WDR46	27042	DIEXF
9277	WDR46	9724	UTP14C
9277	WDR46	10607	TBL3
2048	EPHB2	6093	ROCK1
2048	EPHB2	387	RHOA
2048	EPHB2	4067	LYN
2048	EPHB2	8218	CLTCL1
2048	EPHB2	1947	EFNB1
2048	EPHB2	1949	EFNB3
2048	EPHB2	8440	NCK2
2048	EPHB2	1948	EFNB2
2048	EPHB2	640	BLK
2048	EPHB2	10096	ACTR3
2048	EPHB2	3265	HRAS
2048	EPHB2	5921	RASA1
2048	EPHB2	1213	CLTC
2048	EPHB2	5058	PAK1
2048	EPHB2	4690	NCK1
2048	EPHB2	1946	EFNA5
2048	EPHB2	5062	PAK2
2048	EPHB2	163	AP2B1
2048	EPHB2	998	CDC42
2048	EPHB2	9475	ROCK2
2048	EPHB2	7525	YES1
2048	EPHB2	71	ACTG1
2048	EPHB2	3932	LCK
2048	EPHB2	5747	PTK2
2048	EPHB2	2534	FYN
2048	EPHB2	5879	RAC1
2048	EPHB2	6714	SRC
2048	EPHB2	60	ACTB
2048	EPHB2	5063	PAK3
2048	EPHB2	3897	L1CAM
2048	EPHB2	2902	GRIN1
2048	EPHB2	1759	DNM1
2048	EPHB2	2268	FGR
2048	EPHB2	3055	HCK
2048	EPHB2	10097	ACTR2
714	C1QC	713	C1QB
714	C1QC	712	C1QA
712	C1QA	1401	CRP
712	C1QA	715	C1R
712	C1QA	713	C1QB
712	C1QA	716	C1S
712	C1QA	714	C1QC
9314	KLF4	4087	SMAD2
6257	RXRB	7067	THRA
6257	RXRB	9611	NCOR1
6257	RXRB	5469	MED1
6257	RXRB	7068	THRB
6257	RXRB	10499	NCOA2
367	AR	5469	MED1
367	AR	8648	NCOA1
367	AR	841	CASP8
367	AR	6714	SRC
367	AR	23081	KDM4C
367	AR	23028	KDM1A
367	AR	10499	NCOA2
8325	FZD8	7473	WNT3
8325	FZD8	51384	WNT16
8325	FZD8	7475	WNT6
8325	FZD8	7474	WNT5A
8325	FZD8	80326	WNT10A
8325	FZD8	4040	LRP6
8325	FZD8	7472	WNT2
8325	FZD8	3487	IGFBP4
8325	FZD8	7483	WNT9A
8325	FZD8	89780	WNT3A
8325	FZD8	7476	WNT7A
8325	FZD8	54361	WNT4
8325	FZD8	7484	WNT9B
8325	FZD8	7471	WNT1
8325	FZD8	7481	WNT11
8325	FZD8	4041	LRP5
8325	FZD8	7480	WNT10B
8325	FZD8	6259	RYK
8325	FZD8	7479	WNT8B
8325	FZD8	7477	WNT7B
8325	FZD8	7482	WNT2B
8325	FZD8	7478	WNT8A
8325	FZD8	54894	RNF43
3339	HSPG2	3911	LAMA5
3339	HSPG2	3915	LAMC1
3339	HSPG2	3791	KDR
3339	HSPG2	4811	NID1
3339	HSPG2	3688	ITGB1
3339	HSPG2	1605	DAG1
3339	HSPG2	3909	LAMA3
3339	HSPG2	284217	LAMA1
3339	HSPG2	3908	LAMA2
219771	CCNY	904	CCNT1
219771	CCNY	1019	CDK4
219771	CCNY	905	CCNT2
219771	CCNY	1017	CDK2
219771	CCNY	5218	CDK14
56288	PARD3	5584	PRKCI
56288	PARD3	50855	PARD6A
56288	PARD3	84552	PARD6G
56288	PARD3	387	RHOA
56288	PARD3	84612	PARD6B
56288	PARD3	5590	PRKCZ
81887	LAS1L	23481	PES1
81887	LAS1L	27043	PELP1
81887	LAS1L	55759	WDR12
81887	LAS1L	5929	RBBP5
81887	LAS1L	23246	BOP1
81887	LAS1L	8607	RUVBL1
81887	LAS1L	54881	TEX10
81887	LAS1L	79707	NOL9
84557	MAP1LC3A	9927	MFN2
84557	MAP1LC3A	10533	ATG7
84557	MAP1LC3A	55669	MFN1
84557	MAP1LC3A	64422	ATG3
84557	MAP1LC3A	9474	ATG5
84557	MAP1LC3A	8878	SQSTM1
84557	MAP1LC3A	9140	ATG12
83737	ITCH	7320	UBE2B
83737	ITCH	997	CDC34
83737	ITCH	51619	UBE2D4
83737	ITCH	23220	DTX4
83737	ITCH	2735	GLI1
83737	ITCH	1840	DTX1
83737	ITCH	3093	UBE2K
83737	ITCH	54926	UBE2R2
83737	ITCH	27338	UBE2S
83737	ITCH	7314	UBB
83737	ITCH	6233	RPS27A
83737	ITCH	4851	NOTCH1
83737	ITCH	9246	UBE2L6
83737	ITCH	7324	UBE2E1
83737	ITCH	7334	UBE2N
83737	ITCH	7316	UBC
83737	ITCH	113878	DTX2
83737	ITCH	7318	UBA7
83737	ITCH	7332	UBE2L3
83737	ITCH	7323	UBE2D3
83737	ITCH	65264	UBE2Z
83737	ITCH	7321	UBE2D1
83737	ITCH	148581	UBE2U
83737	ITCH	7319	UBE2A
83737	ITCH	10477	UBE2E3
83737	ITCH	7325	UBE2E2
83737	ITCH	7326	UBE2G1
83737	ITCH	7322	UBE2D2
83737	ITCH	7311	UBA52
83737	ITCH	51465	UBE2J1
54534	MRPL50	51116	MRPS2
54534	MRPL50	10573	MRPL28
54534	MRPL50	64983	MRPL32
54534	MRPL50	51258	MRPL51
54534	MRPL50	116540	MRPL53
54534	MRPL50	65080	MRPL44
54534	MRPL50	740	MRPL49
54534	MRPL50	63875	MRPL17
54534	MRPL50	51023	MRPS18C
54534	MRPL50	54148	MRPL39
54534	MRPL50	28998	MRPL13
54534	MRPL50	64978	MRPL38
54534	MRPL50	51642	MRPL48
54534	MRPL50	26589	MRPL46
54534	MRPL50	51650	MRPS33
54534	MRPL50	51649	MRPS23
54534	MRPL50	90480	GADD45GIP1
54534	MRPL50	64976	MRPL40
54534	MRPL50	6182	MRPL12
54534	MRPL50	51318	MRPL35
54534	MRPL50	84545	MRPL43
54534	MRPL50	122704	MRPL52
54534	MRPL50	29074	MRPL18
54534	MRPL50	79590	MRPL24
54534	MRPL50	219927	MRPL21
54534	MRPL50	128308	MRPL55
54534	MRPL50	65005	MRPL9
54534	MRPL50	55168	MRPS18A
54534	MRPL50	64960	MRPS15
54534	MRPL50	6150	MRPL23
54534	MRPL50	64979	MRPL36
54534	MRPL50	10884	MRPS30
54881	TEX10	27043	PELP1
54881	TEX10	55759	WDR12
54881	TEX10	6872	TAF1
54881	TEX10	23246	BOP1
54881	TEX10	23481	PES1
54881	TEX10	11091	WDR5
54881	TEX10	81887	LAS1L
54881	TEX10	79707	NOL9
8672	EIF4G3	1965	EIF2S1
8672	EIF4G3	1968	EIF2S3
8672	EIF4G3	9470	EIF4E2
8672	EIF4G3	9775	EIF4A3
8672	EIF4G3	1973	EIF4A1
8672	EIF4G3	253314	EIF4E1B
8672	EIF4G3	1974	EIF4A2
8672	EIF4G3	8661	EIF3A
8672	EIF4G3	8894	EIF2S2
8672	EIF4G3	317649	EIF4E3
8672	EIF4G3	1977	EIF4E
3127	HLA-DRB5	972	CD74
8894	EIF2S2	6193	RPS5
8894	EIF2S2	1968	EIF2S3
8894	EIF2S2	8664	EIF3D
8894	EIF2S2	3646	EIF3E
8894	EIF2S2	6206	RPS12
8894	EIF2S2	6217	RPS16
8894	EIF2S2	27335	EIF3K
8894	EIF2S2	6192	RPS4Y1
8894	EIF2S2	8666	EIF3G
8894	EIF2S2	1965	EIF2S1
8894	EIF2S2	8893	EIF2B5
8894	EIF2S2	8669	EIF3J
8894	EIF2S2	1975	EIF4B
8894	EIF2S2	8892	EIF2B2
8894	EIF2S2	6205	RPS11
8894	EIF2S2	6233	RPS27A
8894	EIF2S2	140032	RPS4Y2
8894	EIF2S2	1973	EIF4A1
8894	EIF2S2	6228	RPS23
8894	EIF2S2	8665	EIF3F
8894	EIF2S2	6210	RPS15A
8894	EIF2S2	6208	RPS14
8894	EIF2S2	26986	PABPC1
8894	EIF2S2	1974	EIF4A2
8894	EIF2S2	51065	RPS27L
8894	EIF2S2	8663	EIF3C
8894	EIF2S2	1981	EIF4G1
8894	EIF2S2	6201	RPS7
8894	EIF2S2	6187	RPS2
8894	EIF2S2	6227	RPS21
8894	EIF2S2	6189	RPS3A
8894	EIF2S2	3921	RPSA
8894	EIF2S2	6231	RPS26
8894	EIF2S2	6204	RPS10
8894	EIF2S2	8667	EIF3H
8894	EIF2S2	8891	EIF2B3
8894	EIF2S2	8662	EIF3B
8894	EIF2S2	6232	RPS27
8894	EIF2S2	8661	EIF3A
8894	EIF2S2	8668	EIF3I
8894	EIF2S2	1964	EIF1AX
8894	EIF2S2	6191	RPS4X
8894	EIF2S2	8672	EIF4G3
8894	EIF2S2	6202	RPS8
8894	EIF2S2	6194	RPS6
8894	EIF2S2	728689	EIF3CL
8894	EIF2S2	23521	RPL13A
8894	EIF2S2	6235	RPS29
8894	EIF2S2	8890	EIF2B4
8894	EIF2S2	6229	RPS24
8894	EIF2S2	1967	EIF2B1
8894	EIF2S2	1977	EIF4E
8894	EIF2S2	6224	RPS20
8894	EIF2S2	6188	RPS3
8894	EIF2S2	6230	RPS25
8894	EIF2S2	10480	EIF3M
8894	EIF2S2	6207	RPS13
8894	EIF2S2	6209	RPS15
8894	EIF2S2	6223	RPS19
7046	TGFBR1	857	CAV1
7046	TGFBR1	50855	PARD6A
7046	TGFBR1	7040	TGFB1
7046	TGFBR1	4087	SMAD2
7046	TGFBR1	7043	TGFB3
7046	TGFBR1	4092	SMAD7
7046	TGFBR1	11059	WWP1
7046	TGFBR1	10413	YAP1
7046	TGFBR1	4088	SMAD3
7046	TGFBR1	4089	SMAD4
7046	TGFBR1	7048	TGFBR2
7046	TGFBR1	57154	SMURF1
7046	TGFBR1	7042	TGFB2
7046	TGFBR1	2280	FKBP1A
7046	TGFBR1	94	ACVRL1
7046	TGFBR1	23327	NEDD4L
7046	TGFBR1	387	RHOA
4855	NOTCH4	9794	MAML1
4855	NOTCH4	28514	DLL1
4855	NOTCH4	3516	RBPJ
4855	NOTCH4	182	JAG1
4855	NOTCH4	54567	DLL4
4855	NOTCH4	3714	JAG2
1650	DDOST	7991	TUSC3
1650	DDOST	6185	RPN2
1650	DDOST	1603	DAD1
1650	DDOST	6184	RPN1
1650	DDOST	201595	STT3B
1650	DDOST	84061	MAGT1
1650	DDOST	3703	STT3A
177	AGER	6285	S100B
177	AGER	3146	HMGB1
7507	XPA	2067	ERCC1
7507	XPA	27339	PRPF19
7507	XPA	51426	POLK
7507	XPA	6117	RPA1
7507	XPA	1022	CDK7
7507	XPA	2965	GTF2H1
7507	XPA	1161	ERCC8
7507	XPA	6233	RPS27A
7507	XPA	7508	XPC
7507	XPA	2966	GTF2H2
7507	XPA	2071	ERCC3
7507	XPA	5984	RFC4
7507	XPA	7314	UBB
7507	XPA	2072	ERCC4
7507	XPA	5426	POLE
7507	XPA	7316	UBC
7507	XPA	2073	ERCC5
7507	XPA	2074	ERCC6
7507	XPA	5887	RAD23B
7507	XPA	5111	PCNA
7507	XPA	5983	RFC3
7507	XPA	2068	ERCC2
7507	XPA	5425	POLD2
7507	XPA	7311	UBA52
7507	XPA	5424	POLD1
7507	XPA	5985	RFC5
7507	XPA	2967	GTF2H3
7507	XPA	5886	RAD23A
4686	NCBP1	4670	HNRNPM
4686	NCBP1	51808	PHAX
4686	NCBP1	53981	CPSF2
4686	NCBP1	6632	SNRPD1
4686	NCBP1	10921	RNPS1
4686	NCBP1	23524	SRRM2
4686	NCBP1	10594	PRPF8
4686	NCBP1	51362	CDC40
4686	NCBP1	23636	NUP62
4686	NCBP1	5093	PCBP1
4686	NCBP1	23450	SF3B3
4686	NCBP1	11338	U2AF2
4686	NCBP1	6638	SNRPN
4686	NCBP1	3184	HNRNPD
4686	NCBP1	9092	SART1
4686	NCBP1	9688	NUP93
4686	NCBP1	9416	DDX23
4686	NCBP1	5431	POLR2B
4686	NCBP1	10713	USP39
4686	NCBP1	26986	PABPC1
4686	NCBP1	51593	SRRT
4686	NCBP1	1479	CSTF3
4686	NCBP1	23020	SNRNP200
4686	NCBP1	65123	INTS3
4686	NCBP1	6210	RPS15A
4686	NCBP1	10992	SF3B2
4686	NCBP1	84967	LSM10
4686	NCBP1	3183	HNRNPC
4686	NCBP1	9410	SNRNP40
4686	NCBP1	27238	GPKOW
4686	NCBP1	9716	AQR
4686	NCBP1	55696	RBM22
4686	NCBP1	57187	THOC2
4686	NCBP1	51692	CPSF3
4686	NCBP1	10212	DDX39A
4686	NCBP1	6431	SRSF6
4686	NCBP1	6626	SNRPA
4686	NCBP1	6631	SNRPC
4686	NCBP1	79902	NUP85
4686	NCBP1	6629	SNRPB2
4686	NCBP1	84271	POLDIP3
4686	NCBP1	6627	SNRPA1
4686	NCBP1	23225	NUP210
4686	NCBP1	29107	NXT1
4686	NCBP1	84950	PRPF38A
4686	NCBP1	9470	EIF4E2
4686	NCBP1	6426	SRSF1
4686	NCBP1	23398	PPWD1
4686	NCBP1	55746	NUP133
4686	NCBP1	22938	SNW1
4686	NCBP1	9984	THOC1
4686	NCBP1	8731	RNMT
4686	NCBP1	5976	UPF1
4686	NCBP1	23293	SMG6
4686	NCBP1	22916	NCBP2
4686	NCBP1	79228	THOC6
4686	NCBP1	53371	NUP54
4686	NCBP1	24148	PRPF6
4686	NCBP1	9785	DHX38
4686	NCBP1	6636	SNRPF
4686	NCBP1	9775	EIF4A3
4686	NCBP1	5546	PRCC
4686	NCBP1	6637	SNRPG
4686	NCBP1	65109	UPF3B
4686	NCBP1	5903	RANBP2
4686	NCBP1	6156	RPL30
4686	NCBP1	23165	NUP205
4686	NCBP1	10482	NXF1
4686	NCBP1	23451	SF3B1
4686	NCBP1	1665	DHX15
4686	NCBP1	81608	FIP1L1
4686	NCBP1	1981	EIF4G1
4686	NCBP1	29894	CPSF1
4686	NCBP1	23708	GSPT2
4686	NCBP1	3178	HNRNPA1
4686	NCBP1	6633	SNRPD2
4686	NCBP1	55954	ZMAT5
4686	NCBP1	1660	DHX9
4686	NCBP1	7175	TPR
4686	NCBP1	7073	TIAL1
4686	NCBP1	6877	TAF5
4686	NCBP1	988	CDC5L
4686	NCBP1	23511	NUP188
4686	NCBP1	10450	PPIE
4686	NCBP1	1478	CSTF2
4686	NCBP1	10946	SF3A3
4686	NCBP1	65110	UPF3A
4686	NCBP1	1025	CDK9
4686	NCBP1	6429	SRSF4
4686	NCBP1	9128	PRPF4
4686	NCBP1	51340	CRNKL1
4686	NCBP1	7536	SF1
4686	NCBP1	23279	NUP160
4686	NCBP1	84991	RBM17
4686	NCBP1	11325	DDX42
4686	NCBP1	220988	HNRNPA3
4686	NCBP1	6430	SRSF5
4686	NCBP1	2962	GTF2F1
4686	NCBP1	8563	THOC5
4686	NCBP1	55174	INTS10
4686	NCBP1	55660	PRPF40A
4686	NCBP1	57703	CWC22
4686	NCBP1	9343	EFTUD2
4686	NCBP1	2935	GSPT1
4686	NCBP1	6635	SNRPE
4686	NCBP1	7072	TIA1
4686	NCBP1	23049	SMG1
4686	NCBP1	11066	SNRNP35
4686	NCBP1	6829	SUPT5H
4686	NCBP1	5356	PLRG1
4686	NCBP1	23658	LSM5
4686	NCBP1	6628	SNRPB
4686	NCBP1	10189	ALYREF
4686	NCBP1	1977	EIF4E
4686	NCBP1	55756	INTS9
4686	NCBP1	10978	CLP1
4686	NCBP1	4927	NUP88
4686	NCBP1	6625	SNRNP70
4686	NCBP1	8086	AAAS
4686	NCBP1	10291	SF3A1
4686	NCBP1	6634	SNRPD3
4686	NCBP1	10914	PAPOLA
4686	NCBP1	8106	PABPN1
4686	NCBP1	1477	CSTF1
4686	NCBP1	5432	POLR2C
4686	NCBP1	8175	SF3A2
4686	NCBP1	57122	NUP107
4686	NCBP1	27339	PRPF19
4686	NCBP1	8683	SRSF9
4686	NCBP1	9631	NUP155
4686	NCBP1	11157	LSM6
4686	NCBP1	10762	NUP50
4686	NCBP1	3921	RPSA
4686	NCBP1	9879	DDX46
4686	NCBP1	3181	HNRNPA2B1
4686	NCBP1	26019	UPF2
4686	NCBP1	56949	XAB2
4686	NCBP1	2107	ETF1
4686	NCBP1	5094	PCBP2
4686	NCBP1	56259	CTNNBL1
63943	FKBPL	1026	CDKN1A
63943	FKBPL	3326	HSP90AB1
63943	FKBPL	3320	HSP90AA1
3014	H2AFX	1789	DNMT3B
3014	H2AFX	10524	KAT5
3014	H2AFX	1058	CENPA
3014	H2AFX	3018	HIST1H2BB
3014	H2AFX	8342	HIST1H2BM
3014	H2AFX	9126	SMC3
3014	H2AFX	8290	HIST3H3
3014	H2AFX	23411	SIRT1
3014	H2AFX	23030	KDM4B
3014	H2AFX	11144	DMC1
3014	H2AFX	1019	CDK4
3014	H2AFX	8924	HERC2
3014	H2AFX	1387	CREBBP
3014	H2AFX	2033	EP300
3014	H2AFX	1788	DNMT3A
3014	H2AFX	10111	RAD50
3014	H2AFX	255626	HIST1H2BA
3014	H2AFX	472	ATM
3014	H2AFX	8467	SMARCA5
3014	H2AFX	3017	HIST1H2BD
3014	H2AFX	8841	HDAC3
3014	H2AFX	8348	HIST1H2BO
3014	H2AFX	7334	UBE2N
3014	H2AFX	8607	RUVBL1
3014	H2AFX	2146	EZH2
3014	H2AFX	8970	HIST1H2BJ
3014	H2AFX	545	ATR
3014	H2AFX	8345	HIST1H2BH
3014	H2AFX	85236	HIST1H2BK
3014	H2AFX	9682	KDM4A
3014	H2AFX	5928	RBBP4
3014	H2AFX	6118	RPA2
3014	H2AFX	6839	SUV39H1
3014	H2AFX	8340	HIST1H2BL
3014	H2AFX	7403	KDM6A
3014	H2AFX	7158	TP53BP1
3014	H2AFX	5931	RBBP7
3014	H2AFX	23081	KDM4C
3014	H2AFX	11200	CHEK2
3014	H2AFX	5888	RAD51
3014	H2AFX	128312	HIST3H2BB
3014	H2AFX	8341	HIST1H2BN
3014	H2AFX	22976	PAXIP1
8555	CDC14B	5597	MAPK6
65110	UPF3A	5976	UPF1
65110	UPF3A	23293	SMG6
65110	UPF3A	56006	SMG9
65110	UPF3A	9775	EIF4A3
65110	UPF3A	6167	RPL37
65110	UPF3A	55181	SMG8
65110	UPF3A	26986	PABPC1
65110	UPF3A	55110	MAGOHB
65110	UPF3A	22916	NCBP2
65110	UPF3A	23708	GSPT2
65110	UPF3A	6157	RPL27A
65110	UPF3A	2107	ETF1
65110	UPF3A	26019	UPF2
65110	UPF3A	23381	SMG5
65110	UPF3A	4116	MAGOH
65110	UPF3A	4686	NCBP1
65110	UPF3A	2935	GSPT1
65110	UPF3A	23049	SMG1
7027	TFDP1	8900	CCNA1
7027	TFDP1	5934	RBL2
7027	TFDP1	898	CCNE1
7027	TFDP1	1871	E2F3
7027	TFDP1	8850	KAT2B
7027	TFDP1	5925	RB1
7027	TFDP1	1017	CDK2
7027	TFDP1	890	CCNA2
7027	TFDP1	8841	HDAC3
7027	TFDP1	9134	CCNE2
7027	TFDP1	286826	LIN9
7027	TFDP1	1874	E2F4
7027	TFDP1	1869	E2F1
7027	TFDP1	132660	LIN54
7027	TFDP1	1870	E2F2
7027	TFDP1	5928	RBBP4
7027	TFDP1	3065	HDAC1
7027	TFDP1	5933	RBL1
7027	TFDP1	1876	E2F6
7027	TFDP1	1875	E2F5
80834	TAS1R2	83756	TAS1R3
55920	RCC2	5905	RANGAP1
55920	RCC2	9183	ZW10
55920	RCC2	10735	STAG2
55920	RCC2	5516	PPP2CB
55920	RCC2	57122	NUP107
55920	RCC2	79902	NUP85
55920	RCC2	1062	CENPE
55920	RCC2	8379	MAD1L1
55920	RCC2	5903	RANBP2
55920	RCC2	5347	PLK1
55920	RCC2	332	BIRC5
55920	RCC2	23244	PDS5A
55920	RCC2	23047	PDS5B
55920	RCC2	8243	SMC1A
55920	RCC2	55166	CENPQ
55920	RCC2	1058	CENPA
55920	RCC2	1063	CENPF
55920	RCC2	22919	MAPRE1
55920	RCC2	401541	CENPP
55920	RCC2	3619	INCENP
55920	RCC2	10274	STAG1
55920	RCC2	7514	XPO1
55920	RCC2	5515	PPP2CA
55920	RCC2	9126	SMC3
8451	CUL4A	2033	EP300
8451	CUL4A	51138	COPS4
8451	CUL4A	1161	ERCC8
8451	CUL4A	64708	COPS7B
8451	CUL4A	2965	GTF2H1
8451	CUL4A	8533	COPS3
8451	CUL4A	6233	RPS27A
8451	CUL4A	2071	ERCC3
8451	CUL4A	7314	UBB
8451	CUL4A	9318	COPS2
8451	CUL4A	1642	DDB1
8451	CUL4A	10980	COPS6
8451	CUL4A	2072	ERCC4
8451	CUL4A	5431	POLR2B
8451	CUL4A	5430	POLR2A
8451	CUL4A	7874	USP7
8451	CUL4A	7316	UBC
8451	CUL4A	2073	ERCC5
8451	CUL4A	10920	COPS8
8451	CUL4A	2873	GPS1
8451	CUL4A	2074	ERCC6
8451	CUL4A	10987	COPS5
8451	CUL4A	5887	RAD23B
8451	CUL4A	56949	XAB2
8451	CUL4A	26094	DCAF4
8451	CUL4A	51514	DTL
8451	CUL4A	55827	DCAF6
8451	CUL4A	10450	PPIE
8451	CUL4A	5111	PCNA
8451	CUL4A	2068	ERCC2
8451	CUL4A	7311	UBA52
8451	CUL4A	9716	AQR
8451	CUL4A	9978	RBX1
8451	CUL4A	27339	PRPF19
8451	CUL4A	50813	COPS7A
8451	CUL4A	80344	DCAF11
8451	CUL4A	5886	RAD23A
6390	SDHB	6389	SDHA
6390	SDHB	6391	SDHC
6390	SDHB	6392	SDHD
4237	MFAP2	4239	MFAP4
6392	SDHD	6389	SDHA
6392	SDHD	6391	SDHC
6392	SDHD	6390	SDHB
2159	F10	7035	TFPI
2159	F10	2153	F5
2159	F10	2155	F7
22919	MAPRE1	9657	IQCB1
22919	MAPRE1	998	CDC42
22919	MAPRE1	8243	SMC1A
22919	MAPRE1	81565	NDEL1
22919	MAPRE1	10383	TUBB4B
22919	MAPRE1	54820	NDE1
22919	MAPRE1	1778	DYNC1H1
22919	MAPRE1	991	CDC20
22919	MAPRE1	6790	AURKA
22919	MAPRE1	7277	TUBA4A
22919	MAPRE1	8655	DYNLL1
22919	MAPRE1	85378	TUBGCP6
22919	MAPRE1	27175	TUBG2
22919	MAPRE1	7283	TUBG1
22919	MAPRE1	10844	TUBGCP2
22919	MAPRE1	10403	NDC80
22919	MAPRE1	10426	TUBGCP3
22919	MAPRE1	81930	KIF18A
22919	MAPRE1	23332	CLASP1
22919	MAPRE1	10382	TUBB4A
22919	MAPRE1	7531	YWHAE
22919	MAPRE1	1062	CENPE
22919	MAPRE1	8379	MAD1L1
22919	MAPRE1	84643	KIF2B
22919	MAPRE1	83540	NUF2
22919	MAPRE1	701	BUB1B
22919	MAPRE1	4085	MAD2L1
22919	MAPRE1	5885	RAD21
22919	MAPRE1	7846	TUBA1A
22919	MAPRE1	699	BUB1
22919	MAPRE1	6249	CLIP1
22919	MAPRE1	7532	YWHAG
22919	MAPRE1	9184	BUB3
22919	MAPRE1	10121	ACTR1A
22919	MAPRE1	11004	KIF2C
22919	MAPRE1	4957	ODF2
22919	MAPRE1	55920	RCC2
22919	MAPRE1	347240	KIF24
22919	MAPRE1	5048	PAFAH1B1
22919	MAPRE1	983	CDK1
22919	MAPRE1	1781	DYNC1I2
22919	MAPRE1	3796	KIF2A
22919	MAPRE1	23122	CLASP2
22919	MAPRE1	9793	CKAP5
22919	MAPRE1	9212	AURKB
2155	F7	2159	F10
2155	F7	7035	TFPI
401541	CENPP	23122	CLASP2
401541	CENPP	9212	AURKB
401541	CENPP	147841	SPC24
401541	CENPP	79019	CENPM
401541	CENPP	11339	OIP5
401541	CENPP	64105	CENPK
401541	CENPP	10403	NDC80
401541	CENPP	1062	CENPE
401541	CENPP	81930	KIF18A
401541	CENPP	23332	CLASP1
401541	CENPP	54908	SPDL1
401541	CENPP	83540	NUF2
401541	CENPP	113130	CDCA5
401541	CENPP	57405	SPC25
401541	CENPP	64946	CENPH
401541	CENPP	220134	SKA1
401541	CENPP	701	BUB1B
401541	CENPP	4085	MAD2L1
401541	CENPP	5347	PLK1
401541	CENPP	332	BIRC5
401541	CENPP	699	BUB1
401541	CENPP	991	CDC20
401541	CENPP	55320	MIS18BP1
401541	CENPP	55055	ZWILCH
401541	CENPP	55143	CDCA8
401541	CENPP	9735	KNTC1
401541	CENPP	91687	CENPL
401541	CENPP	1063	CENPF
401541	CENPP	387103	CENPW
401541	CENPP	23421	ITGB3BP
401541	CENPP	79980	DSN1
401541	CENPP	11004	KIF2C
401541	CENPP	2491	CENPI
401541	CENPP	55920	RCC2
401541	CENPP	79003	MIS12
401541	CENPP	55839	CENPN
401541	CENPP	3619	INCENP
3376	IARS	5917	RARS
3376	IARS	1615	DARS
3376	IARS	4141	MARS
3376	IARS	5859	QARS
3376	IARS	3735	KARS
3376	IARS	2058	EPRS
3376	IARS	9255	AIMP1
3376	IARS	51520	LARS
9500	MAGED1	4804	NGFR
4920	ROR2	8323	FZD6
4920	ROR2	1856	DVL2
4920	ROR2	7474	WNT5A
4920	ROR2	8324	FZD7
4920	ROR2	2535	FZD2
4920	ROR2	7855	FZD5
4920	ROR2	8322	FZD4
9371	KIF3B	140735	DYNLL2
9371	KIF3B	8655	DYNLL1
9371	KIF3B	28981	IFT81
9371	KIF3B	26160	IFT172
9371	KIF3B	55764	IFT122
9371	KIF3B	55081	IFT57
9371	KIF3B	57560	IFT80
9371	KIF3B	57539	WDR35
9371	KIF3B	8100	IFT88
9371	KIF3B	51098	IFT52
9371	KIF3B	1639	DCTN1
9371	KIF3B	22920	KIFAP3
9371	KIF3B	11127	KIF3A
9371	KIF3B	80173	IFT74
9371	KIF3B	79659	DYNC2H1
9371	KIF3B	9742	IFT140
9371	KIF3B	10540	DCTN2
8874	ARHGEF7	56924	PAK6
8874	ARHGEF7	1956	EGFR
8874	ARHGEF7	5058	PAK1
8874	ARHGEF7	5062	PAK2
8874	ARHGEF7	9815	GIT2
8874	ARHGEF7	5879	RAC1
8874	ARHGEF7	10298	PAK4
8874	ARHGEF7	5063	PAK3
8874	ARHGEF7	28964	GIT1
7709	ZBTB17	2033	EP300
6850	SYK	920	CD4
6850	SYK	5908	RAP1B
6850	SYK	973	CD79A
6850	SYK	29760	BLNK
6850	SYK	5335	PLCG1
6850	SYK	640	BLK
6850	SYK	8503	PIK3R3
6850	SYK	5290	PIK3CA
6850	SYK	867	CBL
6850	SYK	868	CBLB
6850	SYK	4690	NCK1
6850	SYK	5295	PIK3R1
6850	SYK	7525	YES1
6850	SYK	2266	FGG
6850	SYK	3932	LCK
6850	SYK	3716	JAK1
6850	SYK	2534	FYN
6850	SYK	5906	RAP1A
6850	SYK	6714	SRC
6850	SYK	5336	PLCG2
6850	SYK	916	CD3E
6850	SYK	919	CD247
6850	SYK	2268	FGR
6850	SYK	3055	HCK
6850	SYK	5293	PIK3CD
6850	SYK	6654	SOS1
6850	SYK	3718	JAK3
6850	SYK	3702	ITK
6850	SYK	4067	LYN
6850	SYK	695	BTK
6850	SYK	5291	PIK3CB
6850	SYK	1398	CRK
