V1	V2	V3	V4
84164	ASCC2	23028	AOF2
84164	ASCC2	445	ASS1
84164	ASCC2	2203	FBP1
84164	ASCC2	23649	POLA2
84164	ASCC2	6117	RPA1
84164	ASCC2	22938	SNW1
84168	ANTXR1	672	BRCA1
84168	ANTXR1	3066	HDAC2
84172	POLR1B	54700	RRN3
84172	POLR1B	4793	NFKBIB
84174	SLA2	867	CBL
84220	RGPD5	5901	RAN
84220	RGPD5	8028	MLLT10
84220	RGPD5	3842	TNPO1
84254	CAMKK1	8536	CAMK1
84254	CAMKK1	814	CAMK4
84258	SYT3	10492	SYNCRIP
84258	SYT3	6616	SNAP25
84270	C9orf89	8915	BCL10
84271	POLDIP3	6198	RPS6KB1
84280	BTBD10	9231	DLG5
84289	ING5	89797	NAV2
84313	VPS25	79643	CHMP6
84313	VPS25	51074	APIP
84324	CIP29	7919	BAT1
84440	RAB11FIP4	8766	RAB11A
84440	RAB11FIP4	9727	RAB11FIP3
84440	RAB11FIP4	22841	RAB11FIP2
84440	RAB11FIP4	26056	RAB11FIP5
84444	DOT1L	8028	MLLT10
84466	MEGF10	1173	AP2M1
84466	MEGF10	2887	GRB10
84466	MEGF10	23020	SNRNP200
84466	MEGF10	8449	DHX16
84466	MEGF10	9820	CUL7
84466	MEGF10	7840	ALMS1
84466	MEGF10	23101	MCF2L2
84466	MEGF10	54972	TMEM132A
84466	MEGF10	57169	ZNFX1
84466	MEGF10	9733	SART3
84466	MEGF10	49855	SCAPER
84466	MEGF10	9759	HDAC4
84466	MEGF10	50618	ITSN2
84466	MEGF10	57505	AARS2
84466	MEGF10	22893	BAHD1
84466	MEGF10	93664	CADPS2
84525	HOPX	3066	HDAC2
84528	RHOXF2	85302	FBF1
84528	RHOXF2	83640	FAM103A1
84528	RHOXF2	84313	VPS25
84528	RHOXF2	79094	CHAC1
84539	MCHR2	5367	PMCH
84552	PARD6G	5590	PRKCZ
84572	GNPTG	5976	UPF1
84612	PARD6B	5590	PRKCZ
84612	PARD6B	9240	PNMA1
84622	ZNF594	2801	GOLGA2
84630	TTBK1	1446	CSN1S1
84630	TTBK1	4133	MAP2
84643	KIF2B	6780	STAU1
84665	MYPN	88	ACTN2
84665	MYPN	89	ACTN3
84665	MYPN	10529	NEBL
84674	CARD6	10392	NOD1
84674	CARD6	8767	RIPK2
84675	TRIM55	84676	TRIM63
84675	TRIM55	57159	TRIM54
84676	TRIM63	4633	MYL2
84676	TRIM63	6613	SUMO2
84687	PPP1R9B	148	ADRA1A
84687	PPP1R9B	7074	TIAM1
84701	COX4I2	54205	CYCS
84708	LNX1	92610	TIFA
84708	LNX1	253980	KCTD13
84838	ZNF496	64324	NSD1
84867	PTPN5	5594	MAPK1
84867	PTPN5	5595	MAPK3
84875	PARP10	3020	H3F3A
84875	PARP10	4609	MYC
84893	FBXO18	8454	CUL1
84894	LINGO1	65078	RTN4R
84894	LINGO1	4804	NGFR
84941	HSH2D	2242	FES
84941	HSH2D	10188	TNK2
84950	PRPF38A	23649	POLA2
84953	MICALCL	81876	RAB1B
84958	SYTL1	4688	NCF2
84962	JUB	6506	SLC1A2
84988	PPP1R16A	64403	CDH24
84988	PPP1R16A	55661	DDX27
84988	PPP1R16A	79187	FSD1
84988	PPP1R16A	3620	INDO
84988	PPP1R16A	51260	CXorf26
84988	PPP1R16A	9061	PAPSS1
84988	PPP1R16A	29085	PHPT1
84988	PPP1R16A	56963	RGMA
84988	PPP1R16A	7296	TXNRD1
85021	REPS1	22841	RAB11FIP2
85021	REPS1	10928	RALBP1
85302	FBF1	355	FAS
85302	FBF1	90410	IFT20
85359	DGCR6L	283518	KCNRG
85377	MICALL1	7532	YWHAG
85403	EAF1	8178	ELL
85403	EAF1	22936	ELL2
85406	DNAJC14	185	AGTR1
85406	DNAJC14	1812	DRD1
85406	DNAJC14	1130	LYST
85439	STON2	6857	SYT1
85439	STON2	58513	EPS15L1
85439	STON2	2060	EPS15
85439	STON2	6453	ITSN1
85439	STON2	127833	SYT2
85445	CNTNAP4	8573	CASK
85445	CNTNAP4	320	APBA1
85445	CNTNAP4	23499	MACF1
85445	CNTNAP4	23014	FBXO21
85477	SCIN	70	ACTC1
85480	TSLP	6774	STAT3
85480	TSLP	6776	STAT5A
85509	MBD3L1	53615	MBD3
85509	MBD3L1	8932	MBD2
89780	WNT3A	64840	PORCN
89885	FATE1	138065	RNF183
89927	C16orf45	2026	ENO2
90019	SYT8	10492	SYNCRIP
90070	LACRT	6382	SDC1
90070	LACRT	7448	VTN
90070	LACRT	2335	FN1
90102	PHLDB2	2318	FLNC
90249	UNC5A	1612	DAPK1
90249	UNC5A	9500	MAGED1
90390	MED30	112950	MED8
90411	MCFD2	3998	LMAN1
90417	C15orf23	10200	MPHOSPH6
90427	BMF	598	BCL2L1
90441	ZNF622	9833	MELK
90627	STARD13	6604	SMARCD3
90627	STARD13	7277	TUBA4A
90678	LRSAM1	22981	RP4-691N24.1
90678	LRSAM1	3831	KLC1
90993	CREB3L1	84699	CREB3L3
91056	DKFZp761E198	283518	KCNRG
91544	UBXN11	154313	C6orf165
91653	BOC	50937	CDON
91653	BOC	1499	CTNNB1
91653	BOC	1000	CDH2
91653	BOC	55791	C1orf103
91746	YTHDC1	6434	SFRS10
91746	YTHDC1	10656	KHDRBS3
91754	NEK9	140609	NEK7
91977	MYOZ3	8557	TCAP
92285	ZNF585B	60626	RIC8A
92344	SCYL1BP1	25898	RCHY1
92609	TIMM50	10431	TIMM23
92610	TIFA	3654	IRAK1
92797	HELB	6117	RPA1
92799	SHKBP1	30011	SH3KBP1
92856	IMP4	10199	MPHOSPH10
92906	HNRPLL	7919	BAT1
93145	OLFM2	6430	SFRS5
93185	IGSF8	975	CD81
93185	IGSF8	3732	CD82
93649	MYOCD	6722	SRF
93649	MYOCD	57591	MKL1
93974	ATPIF1	1107	CHD3
93986	FOXP2	116113	FOXP4
94120	SYTL3	5873	RAB27A
94121	SYTL4	4218	RAB8A
94121	SYTL4	3630	INS
94121	SYTL4	5864	RAB3A
94121	SYTL4	6812	STXBP1
94121	SYTL4	6804	STX1A
94122	SYTL5	5864	RAB3A
94122	SYTL5	5870	RAB6A
94241	TP53INP1	28996	HIPK2
96764	TGS1	8726	EED
96764	TGS1	1387	CREBBP
96764	TGS1	2033	EP300
96764	TGS1	23054	NCOA6
112574	SNX18	6654	SOS1
112574	SNX18	6655	SOS2
112858	TP53RK	7157	TP53
112869	CCDC101	339965	FLJ25770
112950	MED8	6921	TCEB1
112950	MED8	124402	FAM100A
113878	DTX2	222546	RFX6
114088	TRIM9	6616	SNAP25
114131	UCN3	1395	CRHR2
114131	UCN3	1394	CRHR1
114132	SIGLEC11	5781	PTPN11
114132	SIGLEC11	5777	PTPN6
114548	NLRP3	29108	PYCARD
114609	TIRAP	7099	TLR4
114769	CARD16	8767	RIPK2
114769	CARD16	834	CASP1
114836	SLAMF6	5781	PTPN11
114836	SLAMF6	5777	PTPN6
114836	SLAMF6	4068	SH2D1A
114928	GPRASP2	1128	CHRM1
114928	GPRASP2	1129	CHRM2
114928	GPRASP2	3363	HTR7
114928	GPRASP2	153	ADRB1
114928	GPRASP2	799	CALCR
114928	GPRASP2	3274	HRH2
115352	FCRL3	7535	ZAP70
115426	UHRF2	1017	CDK2
115557	GEFT	998	CDC42
115557	GEFT	5879	RAC1
115557	GEFT	387	RHOA
115727	RASGRP4	5906	RAP1A
115727	RASGRP4	3265	HRAS
115827	RAB3C	9699	RIMS2
115827	RAB3C	9501	RPH3AL
116154	PHACTR3	5499	PPP1CA
116225	ZMYND19	253980	KCTD13
116444	GRIN3B	2903	GRIN2A
116461	TSEN15	79042	TSEN34
116840	CNTROB	1130	LYST
116986	AGAP2	5295	PIK3R1
116986	AGAP2	2036	EPB41L1
117145	THEM4	207	AKT1
117157	SH2D1B	4063	LY9
117157	SH2D1B	6504	SLAMF1
117157	SH2D1B	8832	CD84
117157	SH2D1B	51744	CD244
117177	RAB3IP	51762	RAB8B
117178	SSX2IP	4301	MLLT4
117581	TWIST2	4208	MEF2C
118460	EXOSC6	5689	PSMB1
118924	C10orf4	54936	ADPRHL2
118924	C10orf4	79020	C7orf25
118924	C10orf4	54857	GDPD2
118924	C10orf4	9890	LPPR4
118924	C10orf4	51699	VPS29
121536	AEBP2	138046	RALYL
122042	RXFP2	3640	INSL3
122769	PPIL5	3604	TNFRSF9
126961	HIST2H3C	5928	RBBP4
127833	SYT2	10492	SYNCRIP
128866	CHMP4B	92421	CHMP4C
129521	NMS	10316	NMUR1
133522	PPARGC1B	2099	ESR1
133522	PPARGC1B	2104	ESRRG
133522	PPARGC1B	3172	HNF4A
134353	LSM11	25888	ZNF473
135112	NCOA7	2099	ESR1
135458	HUS1B	5810	RAD1
137492	VPS37A	51160	VPS28
138311	FAM69B	5939	RBMS2
138429	PIP5KL1	8395	PIP5K1B
138429	PIP5KL1	8394	PIP5K1A
139716	GAB3	5781	PTPN11
140735	DYNLL2	10243	GPHN
140735	DYNLL2	4644	MYO5A
140735	DYNLL2	90427	BMF
142679	DUSP19	5609	MAP2K7
142679	DUSP19	4217	MAP3K5
142679	DUSP19	5601	MAPK9
143425	SYT9	203068	TUBB
143425	SYT9	10492	SYNCRIP
144715	RAD9B	3364	HUS1
144715	RAD9B	5884	RAD17
144715	RAD9B	5810	RAD1
144715	RAD9B	135458	HUS1B
145258	GSC	3170	FOXA2
147700	KLC3	3799	KIF5B
147700	KLC3	3800	KIF5C
147700	KLC3	3798	KIF5A
147912	SIX5	2140	EYA3
148022	TICAM1	7189	TRAF6
148022	TICAM1	7128	TNFAIP3
148022	TICAM1	29110	TBK1
148170	CDC42EP5	998	CDC42
149371	EXOC8	5898	RALA
149371	EXOC8	55770	EXOC2
150572	SMYD1	4666	NACA
151531	UPP2	7431	VIM
151636	DTX3L	7321	UBE2D1
151636	DTX3L	7322	UBE2D2
151636	DTX3L	7323	UBE2D3
151888	BTLA	5781	PTPN11
152789	JAKMIP1	3716	JAK1
152789	JAKMIP1	7297	TYK2
158798	AKAP14	5576	PRKAR2A
159296	NKX2-3	6722	SRF
160851	DGKH	8527	DGKD
163126	EID2	4087	SMAD2
163126	EID2	4088	SMAD3
163126	EID2	4089	SMAD4
163732	CITED4	7020	TFAP2A
163732	CITED4	7021	TFAP2B
163732	CITED4	7022	TFAP2C
164127	C1orf65	541468	C1orf190
164656	TMPRSS6	1277	COL1A1
164656	TMPRSS6	2335	FN1
167227	DCP2	55577	NAGK
167227	DCP2	196513	DCP1B
167838	TXLNB	6804	STX1A
196513	DCP1B	26019	UPF2
196528	ARID2	6597	SMARCA4
196528	ARID2	6605	SMARCE1
200186	CRTC2	23235	SNF1LK2
200186	CRTC2	7529	YWHAB
200186	CRTC2	5530	PPP3CA
200539	ANKRD23	84665	MYPN
200576	PIP5K3	10244	RABEPK
201176	ARHGAP27	30011	SH3KBP1
201294	UNC13D	5873	RAB27A
203068	TUBB	9672	SDC3
203068	TUBB	6904	TBCD
203259	C9orf25	5147	PDE6D
203259	C9orf25	23649	POLA2
219541	MED19	112950	MED8
219541	MED19	51003	MED31
219541	MED19	55698	RADIL
219541	MED19	4792	NFKBIA
219541	MED19	1633	DCK
219699	UNC5B	1612	DAPK1
219844	HYLS1	11161	C14orf1
220134	C18orf24	256369	C14orf48
220164	DOK6	5979	RET
221692	PHACTR1	58	ACTA1
221692	PHACTR1	5499	PPP1CA
222484	LNX2	8650	NUMB
222643	UNC5CL	4790	NFKB1
222643	UNC5CL	5970	RELA
225689	MAPK15	9022	CLIC3
246330	PELI3	3654	IRAK1
246330	PELI3	9020	MAP3K14
246330	PELI3	7189	TRAF6
246330	PELI3	6885	MAP3K7
253959	GARNL1	6929	TCF3
254887	ZDHHC23	4842	NOS1
255061	TAC4	6865	TACR2
255061	TAC4	6869	TACR1
255061	TAC4	6870	TACR3
255743	NPNT	8516	ITGA8
256297	PTF1A	6938	TCF12
256364	EML3	7532	YWHAG
257218	SHPRH	2222	FDFT1
257313	UTS2D	2837	UTS2R
257397	MAP3K7IP3	56911	C21orf7
259173	ALS2CL	5868	RAB5A
259197	NCR3	966	CD59
260425	MAGI3	2904	GRIN2B
266743	NPAS4	405	ARNT
266743	NPAS4	406	ARNTL
266743	NPAS4	9915	ARNT2
266812	NAP1L5	9001	HAP1
266812	NAP1L5	57562	KIAA1377
266812	NAP1L5	28986	MAGEH1
266812	NAP1L5	5764	PTN
266812	NAP1L5	10524	KAT5
282616	IL28A	163702	IL28RA
282618	IL29	163702	IL28RA
283234	CCDC88B	5089	PBX2
283987	C17orf28	5888	RAD51
284114	TMEM102	7532	YWHAG
284217	LAMA1	3688	ITGB1
284217	LAMA1	2199	FBLN2
284217	LAMA1	3339	HSPG2
284403	WDR62	22913	RALY
284403	WDR62	55791	C1orf103
285464	CRIPAK	5058	PAK1
326624	RAB37	5868	RAB5A
326624	RAB37	22999	RIMS1
339403	RXFP4	117579	RLN3
339448	C1orf174	10980	COPS6
339448	C1orf174	10524	KAT5
339855	KY	2318	FLNC
340205	TREML1	5781	PTPN11
340205	TREML1	5777	PTPN6
347902	AMIGO2	386724	AMIGO3
348995	NUP43	79023	NUP37
353376	TICAM2	148022	TICAM1
353376	TICAM2	114609	TIRAP
353376	TICAM2	3556	IL1RAP
353376	TICAM2	3656	IRAK2
353376	TICAM2	11213	IRAK3
353376	TICAM2	3554	IL1R1
375686	SPATC1	991	CDC20
375686	SPATC1	7283	TUBG1
376267	RAB15	5877	RABIF
387082	SUMO4	4792	NFKBIA
387522	TMEM189-UBE2V1	7189	TRAF6
389692	MAFA	4094	MAF
389692	MAFA	4760	NEUROD1
389692	MAFA	3651	PDX1
392255	GDF6	658	BMPR1B
392255	GDF6	659	BMPR2
392255	GDF6	657	BMPR1A
400569	MED11	55090	MED9
404672	GTF2H5	1022	CDK7
404672	GTF2H5	2071	ERCC3
442867	BPY2B	7337	UBE3A
442868	BPY2C	7337	UBE3A
442868	BPY2C	55201	MAP1S
553115	PEF1	85365	ALG2
2	A2M	10944	C11orf58
12	SERPINA3	3211	HOXB1
14	AAMP	51497	TH1L
19	ABCA1	8777	MPDZ
19	ABCA1	23365	ARHGEF12
19	ABCA1	55327	LIN7C
19	ABCA1	64130	LIN7B
19	ABCA1	8825	LIN7A
19	ABCA1	50944	SHANK1
19	ABCA1	9231	DLG5
19	ABCA1	5174	PDZK1
19	ABCA1	3984	LIMK1
19	ABCA1	57120	GOPC
19	ABCA1	4008	LMO7
19	ABCA1	8572	PDLIM4
19	ABCA1	7074	TIAM1
19	ABCA1	51735	RAPGEF6
19	ABCA1	9699	RIMS2
19	ABCA1	51678	MPP6
19	ABCA1	27295	PDLIM3
25	ABL1	351	APP
25	ABL1	58	ACTA1
25	ABL1	930	CD19
25	ABL1	718	C3
25	ABL1	1020	CDK5
25	ABL1	3717	JAK2
25	ABL1	6098	ROS1
25	ABL1	3725	JUN
25	ABL1	5587	PRKD1
25	ABL1	695	BTK
25	ABL1	842	CASP9
25	ABL1	5359	PLSCR1
25	ABL1	5893	RAD52
25	ABL1	857	CAV1
25	ABL1	4137	MAPT
25	ABL1	8976	WASL
25	ABL1	7189	TRAF6
25	ABL1	1642	DDB1
25	ABL1	1643	DDB2
25	ABL1	7015	TERT
25	ABL1	1027	CDKN1B
27	ABL2	9610	RIN1
27	ABL2	3055	HCK
27	ABL2	2876	GPX1
27	ABL2	10572	SIVA1
29	ABR	148	ADRA1A
31	ACACA	6310	ATXN1
47	ACLY	5566	PRKACA
49	ACR	7784	ZP3
52	ACP1	3643	INSR
52	ACP1	6709	SPTAN1
52	ACP1	2167	FABP4
54	ACP5	6696	SPP1
54	ACP5	9410	SNRNP40
54	ACP5	7704	ZBTB16
55	ACPP	2064	ERBB2
59	ACTA2	1387	CREBBP
59	ACTA2	2033	EP300
70	ACTC1	6521	SLC4A1
81	ACTN4	5054	SERPINE1
81	ACTN4	4843	NOS2
81	ACTN4	5781	PTPN11
86	ACTL6A	10524	KAT5
87	ACTN1	815	CAMK2A
87	ACTN1	7414	VCL
88	ACTN2	54869	EPS8L1
89	ACTN3	135	ADORA2A
90	ACVR1	1387	CREBBP
90	ACVR1	7421	VDR
90	ACVR1	6256	RXRA
90	ACVR1	7068	THRB
91	ACVR1B	3547	IGSF1
91	ACVR1B	4087	SMAD2
91	ACVR1B	3626	INHBC
92	ACVR2A	94	ACVRL1
93	ACVR2B	3547	IGSF1
93	ACVR2B	2660	MSTN
93	ACVR2B	3626	INHBC
94	ACVRL1	7046	TGFBR1
94	ACVRL1	7043	TGFB3
102	ADAM10	1942	EFNA1
102	ADAM10	28514	DLL1
111	ADCY5	5590	PRKCZ
111	ADCY5	5566	PRKACA
112	ADCY6	5894	RAF1
112	ADCY6	6310	ATXN1
113	ADCY7	5580	PRKCD
114	ADCY8	801	CALM1
114	ADCY8	5515	PPP2CA
116	ADCYAP1	117	ADCYAP1R1
118	ADD1	3399	ID3
135	ADORA2A	88	ACTN2
136	ADORA2B	100	ADA
136	ADORA2B	1630	DCC
136	ADORA2B	7430	EZR
136	ADORA2B	9423	NTN1
142	PARP1	7150	TOP1
142	PARP1	3980	LIG3
142	PARP1	5451	POU2F1
142	PARP1	4869	NPM1
142	PARP1	4691	NCL
146	ADRA1D	2318	FLNC
146	ADRA1D	6640	SNTA1
146	ADRA1D	6645	SNTB2
146	ADRA1D	6641	SNTB1
146	ADRA1D	54212	SNTG1
147	ADRA1B	2318	FLNC
148	ADRA1A	2318	FLNC
148	ADRA1A	146	ADRA1D
148	ADRA1A	147	ADRA1B
148	ADRA1A	5997	RGS2
148	ADRA1A	3579	IL8RB
148	ADRA1A	3577	IL8RA
150	ADRA2A	1967	EIF2B1
154	ADRB2	3553	IL1B
154	ADRB2	408	ARRB1
155	ADRB3	154	ADRB2
156	ADRBK1	150	ADRA2A
156	ADRBK1	624	BDKRB2
156	ADRBK1	2357	FPR1
156	ADRBK1	4160	MC4R
156	ADRBK1	6622	SNCA
156	ADRBK1	4985	OPRD1
156	ADRBK1	6181	RPLP2
157	ADRBK2	624	BDKRB2
157	ADRBK2	1234	CCR5
157	ADRBK2	4988	OPRM1
159	ADSS	58	ACTA1
161	AP2A2	273	AMPH
161	AP2A2	274	BIN1
161	AP2A2	1174	AP1S1
161	AP2A2	1759	DNM1
162	AP1B1	381	ARF5
162	AP1B1	699	BUB1
163	AP2B1	408	ARRB1
163	AP2B1	699	BUB1
164	AP1G1	4130	MAP1A
164	AP1G1	92737	DNER
166	AES	1822	ATN1
166	AES	8328	GFI1B
166	AES	6354	CCL7
166	AES	9627	SNCAIP
166	AES	11337	GABARAP
174	AFP	9905	SGSM2
175	AGA	3482	IGF2R
176	ACAN	1404	HAPLN1
176	ACAN	4313	MMP2
176	ACAN	4327	MMP19
176	ACAN	9313	MMP20
176	ACAN	11096	ADAMTS5
176	ACAN	4312	MMP1
176	ACAN	4317	MMP8
176	ACAN	4323	MMP14
176	ACAN	4314	MMP3
177	AGER	3146	HMGB1
177	AGER	6271	S100A1
178	AGL	5564	PRKAB1
181	AGRP	4159	MC3R
181	AGRP	4161	MC5R
182	JAG1	7057	THBS1
182	JAG1	23509	POFUT1
183	AGT	2028	ENPEP
185	AGTR1	1956	EGFR
185	AGTR1	7064	THOP1
185	AGTR1	157	ADRBK2
185	AGTR1	5894	RAF1
185	AGTR1	408	ARRB1
186	AGTR2	183	AGT
186	AGTR2	1636	ACE
186	AGTR2	2065	ERBB3
189	AGXT	5830	PEX5
189	AGXT	9627	SNCAIP
190	NR0B1	6095	RORA
196	AHR	2033	EP300
199	AIF1	58	ACTA1
199	AIF1	3936	LCP1
207	AKT1	1026	CDKN1A
207	AKT1	1385	CREB1
207	AKT1	2099	ESR1
207	AKT1	2308	FOXO1
207	AKT1	5208	PFKFB2
207	AKT1	3690	ITGB3
207	AKT1	331	XIAP
207	AKT1	6310	ATXN1
207	AKT1	5728	PTEN
207	AKT1	1901	S1PR1
207	AKT1	5140	PDE3B
207	AKT1	5879	RAC1
207	AKT1	1978	EIF4EBP1
207	AKT1	842	CASP9
207	AKT1	2309	FOXO3
207	AKT1	2033	EP300
207	AKT1	1111	CHEK1
207	AKT1	2931	GSK3A
207	AKT1	10413	YAP1
207	AKT1	84335	AKT1S1
207	AKT1	79026	AHNAK
207	AKT1	4846	NOS3
207	AKT1	2624	GATA2
207	AKT1	3162	HMOX1
207	AKT1	4194	MDM4
207	AKT1	2146	EZH2
207	AKT1	10603	SH2B2
207	AKT1	334	APLP2
207	AKT1	5295	PIK3R1
207	AKT1	4486	MST1R
207	AKT1	6772	STAT1
207	AKT1	2100	ESR2
207	AKT1	8349	HIST2H2BE
207	AKT1	5164	PDK2
207	AKT1	3551	IKBKB
207	AKT1	9545	RAB3D
207	AKT1	65125	WNK1
207	AKT1	10395	DLC1
207	AKT1	2623	GATA1
207	AKT1	11331	PHB2
208	AKT2	2099	ESR1
208	AKT2	2492	FSHR
208	AKT2	6517	SLC2A4
208	AKT2	3320	HSP90AA1
208	AKT2	207	AKT1
208	AKT2	4303	FOXO4
208	AKT2	331	XIAP
208	AKT2	84335	AKT1S1
208	AKT2	7249	TSC2
208	AKT2	9545	RAB3D
212	ALAS2	5876	RABGGTB
217	ALDH2	55855	FAM45B
217	ALDH2	84966	IGSF21
238	ALK	5803	PTPRZ1
240	ALOX5	60	ACTB
241	ALOX5AP	240	ALOX5
242	ALOX12B	3852	KRT5
242	ALOX12B	4000	LMNA
249	ALPL	7186	TRAF2
249	ALPL	7187	TRAF3
249	ALPL	9020	MAP3K14
251	ALPPL2	250	ALPP
268	AMH	269	AMHR2
269	AMHR2	7046	TGFBR1
274	BIN1	25	ABL1
274	BIN1	4609	MYC
274	BIN1	3655	ITGA6
274	BIN1	1785	DNM2
274	BIN1	8853	ASAP2
276	AMY1A	4589	MUC7
284	ANGPT1	3678	ITGA5
286	ANK1	960	CD44
286	ANK1	3710	ITPR3
287	ANK2	6711	SPTBN1
287	ANK2	3337	DNAJB1
288	ANK3	5295	PIK3R1
288	ANK3	51361	HOOK1
288	ANK3	355	FAS
288	ANK3	8772	FADD
290	ANPEP	4071	TM4SF1
292	SLC25A5	1159	CKMT1B
301	ANXA1	1956	EGFR
306	ANXA3	84966	IGSF21
306	ANXA3	10436	EMG1
309	ANXA6	7163	TPD52
309	ANXA6	2	A2M
310	ANXA7	10016	PDCD6
310	ANXA7	5578	PRKCA
310	ANXA7	5579	PRKCB
310	ANXA7	5582	PRKCG
311	ANXA11	85365	ALG2
311	ANXA11	3189	HNRNPH3
317	APAF1	3303	HSPA1A
317	APAF1	836	CASP3
320	APBA1	5663	PSEN1
320	APBA1	6804	STX1A
320	APBA1	774	CACNA1B
322	APBB1	5621	PRNP
322	APBB1	4036	LRP2
322	APBB1	25	ABL1
322	APBB1	55740	ENAH
324	APC	1741	DLG3
324	APC	5515	PPP2CA
327	APEH	79876	UBA5
327	APEH	80021	TMEM62
328	APEX1	3065	HDAC1
328	APEX1	23520	ANP32C
329	BIRC2	2619	GAS1
330	BIRC3	2935	GSPT1
331	XIAP	55093	WDYHV1
331	XIAP	332	BIRC5
331	XIAP	7314	UBB
332	BIRC5	5921	RASA1
334	APLP2	5290	PIK3CA
335	APOA1	338	APOB
350	APOH	4018	LPA
350	APOH	2159	F10
351	APP	1504	CTRB1
351	APP	9253	NUMBL
351	APP	10211	FLOT1
354	KLK3	6590	SLPI
354	KLK3	2057	EPOR
354	KLK3	2335	FN1
354	KLK3	5340	PLG
354	KLK3	6406	SEMG1
354	KLK3	5265	SERPINA1
354	KLK3	5744	PTHLH
354	KLK3	6407	SEMG2
355	FAS	843	CASP10
355	FAS	7430	EZR
355	FAS	4233	MET
355	FAS	5777	PTPN6
355	FAS	5578	PRKCA
355	FAS	5906	RAP1A
355	FAS	317	APAF1
356	FASLG	7430	EZR
356	FASLG	5300	PIN1
358	AQP1	11007	CCDC85B
367	AR	2308	FOXO1
367	AR	3416	IDE
367	AR	57786	RBAK
367	AR	4790	NFKB1
367	AR	5970	RELA
367	AR	1021	CDK6
367	AR	860	RUNX2
367	AR	3376	IARS
367	AR	7337	UBE3A
367	AR	8204	NRIP1
367	AR	5829	PXN
367	AR	7050	TGIF1
367	AR	10401	PIAS3
367	AR	29893	PSMC3IP
367	AR	8850	KAT2B
367	AR	2033	EP300
367	AR	23780	APOL2
367	AR	221037	JMJD1C
369	ARAF	92609	TIMM50
374	AREG	56893	UBQLN4
375	ARF1	123	ADFP
375	ARF1	57584	ARHGAP21
375	ARF1	9463	PICK1
375	ARF1	3643	INSR
377	ARF3	26088	GGA1
377	ARF3	9463	PICK1
377	ARF3	1822	ATN1
379	ARL4D	29058	C20orf30
379	ARL4D	245812	CNPY4
381	ARF5	9727	RAB11FIP3
382	ARF6	8826	IQGAP1
382	ARF6	1778	DYNC1H1
382	ARF6	83481	EPPK1
382	ARF6	8761	PABPC4
382	ARF6	2618	GART
382	ARF6	3692	EIF6
382	ARF6	162	AP1B1
383	ARG1	384	ARG2
383	ARG1	4842	NOS1
387	RHOA	5590	PRKCZ
387	RHOA	1856	DVL2
391	RHOG	7410	VAV2
392	ARHGAP1	3156	HMGCR
392	ARHGAP1	3708	ITPR1
392	ARHGAP1	7277	TUBA4A
392	ARHGAP1	6604	SMARCD3
392	ARHGAP1	576	BAI2
396	ARHGDIA	6484	ST3GAL4
397	ARHGDIB	7430	EZR
399	RHOH	3757	KCNH2
401	PHOX2A	1388	ATF6B
401	PHOX2A	5566	PRKACA
403	ARL3	7846	TUBA1A
405	ARNT	2033	EP300
405	ARNT	2099	ESR1
406	ARNTL	3131	HLF
407	ARR3	154	ADRB2
407	ARR3	1213	CLTC
407	ARR3	94233	OPN4
407	ARR3	2652	OPN1MW
407	ARR3	2492	FSHR
407	ARR3	5609	MAP2K7
407	ARR3	283248	RCOR2
408	ARRB1	9221	NOLC1
408	ARRB1	6949	TCOF1
408	ARRB1	407	ARR3
408	ARRB1	3839	KPNA3
408	ARRB1	84717	HDGF2
408	ARRB1	1457	CSNK2A1
408	ARRB1	3055	HCK
408	ARRB1	23099	ZBTB43
408	ARRB1	1147	CHUK
409	ARRB2	9221	NOLC1
409	ARRB2	6949	TCOF1
409	ARRB2	3839	KPNA3
409	ARRB2	408	ARRB1
409	ARRB2	2091	FBL
409	ARRB2	185	AGTR1
409	ARRB2	1856	DVL2
409	ARRB2	8322	FZD4
409	ARRB2	374291	NDUFS7
410	ARSA	659	BMPR2
410	ARSA	9514	GAL3ST1
415	ARSE	10188	TNK2
415	ARSE	91304	C19orf6
416	ARSF	6625	SNRNP70
421	ARVCF	1000	CDH2
421	ARVCF	999	CDH1
427	ASAH1	6609	SMPD1
430	ASCL2	801	CALM1
430	ASCL2	805	CALM2
430	ASCL2	808	CALM3
444	ASPH	10345	TRDN
445	ASS1	2006	ELN
445	ASS1	64400	AKTIP
463	ZFHX3	4602	MYB
467	ATF3	468	ATF4
467	ATF3	4790	NFKB1
467	ATF3	83540	NUF2
467	ATF3	84966	IGSF21
468	ATF4	10538	BATF
468	ATF4	3131	HLF
468	ATF4	55037	PTCD3
468	ATF4	1613	DAPK3
471	ATIC	9987	HNRPDL
472	ATM	4193	MDM2
472	ATM	1869	E2F1
472	ATM	163	AP2B1
472	ATM	5883	RAD9A
472	ATM	8120	AP3B2
472	ATM	6794	STK11
472	ATM	4194	MDM4
472	ATM	11073	TOPBP1
472	ATM	7507	XPA
473	RERE	1893	ECM1
473	RERE	2202	EFEMP1
473	RERE	23543	RBM9
473	RERE	23613	ZMYND8
473	RERE	30008	EFEMP2
473	RERE	10346	TRIM22
473	RERE	5359	PLSCR1
473	RERE	79868	ALG13
473	RERE	7994	MYST3
473	RERE	83755	KRTAP4-12
473	RERE	84726	BAT2L
473	RERE	9139	CBFA2T2
