DR	DRs	X	X.1	X.2	new
B4GALNT3	B4GALNT3	   283358.2	   283358.4	1.034571e+00	0.52544780622185
GPR45	GPR45	    11250.2	    11250.4	4.337257e-01	0.220284753358674
MAPRE2	MAPRE2	    10982.2	    10982.4	7.343681e-01	0.372977888520274
RB1CC1	RB1CC1	     9821.2	     9821.4	4.937739e-01	0.250782607017408
SPAG5	SPAG5	    10615.2	    10615.4	4.299737e-01	0.218379151743179
TRAF3IP3	TRAF3IP3	    80342.2	    80342.4	2.151598e-01	0.109277415370363
TLN2	TLN2	    83660.2	    83660.4	6.212333e-01	0.31551790513842
VANGL1	VANGL1	    81839.2	    81839.4	5.454376e-01	0.27702206069077
ZFAND1	ZFAND1	    79752.2	    79752.4	6.698091e-01	0.340189046650672
MRVI1	MRVI1	    10335.2	    10335.4	6.432426e-01	0.326696198751404
PRPF40B	PRPF40B	    25766.2	    25766.4	6.361390e-01	0.323088354498784
POLD1	POLD1	     5424.2	     5424.4	7.267098e-01	0.369088317930736
KLHL29	KLHL29	   114818.2	   114818.4	4.862894e-01	0.246981307632767
HAS3	HAS3	     3038.2	     3038.4	4.502288e-01	0.228666505496381
KCNF1	KCNF1	     3754.2	     3754.4	1.314482e+00	0.66761167983455
EMP2	EMP2	     2013.2	     2013.4	6.725974e-01	0.341605195100694
MEGF11	MEGF11	    84465.2	    84465.4	5.405500e-01	0.274539699695063
NNT	NNT	    23530.2	    23530.4	7.440636e-02	0.0377902131714046
ACCS	ACCS	    84680.2	    84680.4	8.364986e-01	0.42484890285698
POU3F2	POU3F2	     5454.2	     5454.4	6.976035e-01	0.354305532136204
MAN2C1	MAN2C1	     4123.2	     4123.4	4.934976e-01	0.250642277132984
ZC3H13	ZC3H13	    23091.2	    23091.4	5.310697e-01	0.269724754333822
DTNBP1	DTNBP1	    84062.2	    84062.4	9.159107e-01	0.465181479096282
ARSD	ARSD	      414.2	      414.4	2.402572e-01	0.122024122722369
MYRIP	MYRIP	    25924.2	    25924.4	1.197088e+00	0.607988493254211
GABRA2	GABRA2	     2555.2	     2555.4	6.606809e-01	0.335552929202227
PHLPP1	PHLPP1	    23239.2	    23239.4	6.687811e-01	0.339666936186725
CALHM1	CALHM1	   255022.2	   255022.4	2.515815e-01	0.127775616425555
HIBADH	HIBADH	    11112.2	    11112.4	7.465054e-01	0.379142296432787
PHLDA1	PHLDA1	    22822.2	    22822.4	7.567708e-01	0.384355985884733
POLD3	POLD3	    10714.2	    10714.4	2.983010e-01	0.151503962554319
RASGRP4	RASGRP4	   115727.2	   115727.4	2.283788e-01	0.115991207416
GLIS1	GLIS1	   148979.2	   148979.4	5.119863e-01	0.260032494773816
ATP6V1C2	ATP6V1C2	   245973.2	   245973.4	3.723742e-01	0.189124967241124
TRAP1	TRAP1	    10131.2	    10131.4	5.656700e-01	0.287297885351043
MLXIP	MLXIP	    22877.2	    22877.4	7.431193e-01	0.377422531605967
HTR1E	HTR1E	     3354.2	     3354.4	3.629403e-01	0.184333587955298
SMAD9	SMAD9	     4093.2	     4093.4	5.373596e-01	0.272919328854425
ABLIM1	ABLIM1	     3983.2	     3983.4	4.906284e-01	0.249185040417851
ZNF319	ZNF319	    57567.2	    57567.4	5.840434e-01	0.296629543326026
SLC16A14	SLC16A14	   151473.2	   151473.4	5.724493e-01	0.290741021020533
CYP2R1	CYP2R1	   120227.2	   120227.4	5.174778e-02	0.0262821570272615
TOX3	TOX3	    27324.2	    27324.4	7.754581e-01	0.393847070391461
CABLES1	CABLES1	    91768.2	    91768.4	1.298683e+00	0.659587532733482
RAB19	RAB19	   401409.2	   401409.4	4.877833e-01	0.247740043841026
FAM13C	FAM13C	   220965.2	   220965.4	9.065661e-01	0.460435454347839
ESX1	ESX1	    80712.2	    80712.4	1.146778e-01	0.0582436569673305
PPP4R2	PPP4R2	   151987.2	   151987.4	3.419734e-01	0.173684718415872
TUBA3D	TUBA3D	   113457.2	   113457.4	4.739415e-01	0.240709938179683
SLC9A1	SLC9A1	     6548.2	     6548.4	9.043181e-01	0.459293718625123
ELK3	ELK3	     2004.2	     2004.4	7.800545e-01	0.396181533948354
SAMD5	SAMD5	   389432.2	   389432.4	6.581054e-01	0.3342448596498
MAD2L1BP	MAD2L1BP	     9587.2	     9587.4	4.104415e-01	0.208458951350275
NKX2-8	NKX2-8	    26257.2	    26257.4	2.181765e-01	0.11080956579506
SDC3	SDC3	     9672.2	     9672.4	4.010870e-01	0.203707898495225
ESAM	ESAM	    90952.2	    90952.4	7.393807e-01	0.375523735710527
MMP25	MMP25	    64386.2	    64386.4	7.498482e-01	0.380840069641816
DDR2	DDR2	     4921.2	     4921.4	7.386482e-01	0.375151706610487
SCML2	SCML2	    10389.2	    10389.4	6.201874e-01	0.314986703451414
SST	SST	     6750.2	     6750.4	1.356067e-01	0.0688732267036139
NCKAP5L	NCKAP5L	    57701.2	    57701.4	4.423475e-01	0.224663675535773
GPX5	GPX5	     2880.2	     2880.4	3.928806e-01	0.199539953639841
PRR12	PRR12	    57479.2	    57479.4	3.463646e-01	0.175914963035798
IFI44L	IFI44L	    10964.2	    10964.4	7.417324e-01	0.376718139580239
GUCY2D	GUCY2D	     3000.2	     3000.4	7.534711e-01	0.382680102715584
ACOXL	ACOXL	    55289.2	    55289.4	5.960656e-01	0.302735493150601
KRTAP24-1	KRTAP24-1	   643803.2	   643803.4	7.842675e-02	0.0398321272649335
SNX19	SNX19	   399979.2	   399979.4	6.522263e-01	0.331258926158953
DGCR10	DGCR10	    26222.2	    26222.4	3.148478e-01	0.159907909465639
MTA1	MTA1	     9112.2	     9112.4	5.861207e-01	0.297684582301471
GPR12	GPR12	     2835.2	     2835.4	1.668365e-02	0.0084734515971095
LHX1	LHX1	     3975.2	     3975.4	2.595133e-01	0.131804094808759
PSMD11	PSMD11	     5717.2	     5717.4	3.278650e-01	0.166519209398801
TM7SF3	TM7SF3	    51768.2	    51768.4	1.172245e-02	0.00595370993005345
DES	DES	     1674.2	     1674.4	3.059652e-01	0.155396529692239
CD9	CD9	      928.2	      928.4	8.539251e-01	0.433699640211038
GLCCI1	GLCCI1	   113263.2	   113263.4	3.134486e-01	0.159197270398368
ZNF514	ZNF514	    84874.2	    84874.4	5.969026e-01	0.303160596709282
ERBB2	ERBB2	     2064.2	     2064.4	7.204492e-01	0.365908624574135
ADRA1A	ADRA1A	      148.2	      148.4	8.012575e-01	0.406950316212038
ELOVL6	ELOVL6	    79071.2	    79071.4	8.398633e-01	0.426557798847294
ZMYND10	ZMYND10	    51364.2	    51364.4	1.452956e-01	0.073794117826314
PSTPIP1	PSTPIP1	     9051.2	     9051.4	3.201619e-01	0.162606885357138
PHACTR1	PHACTR1	   221692.2	   221692.4	5.143922e-01	0.261254426257484
PPTC7	PPTC7	   160760.2	   160760.4	8.896576e-01	0.45184780378398
CWC22	CWC22	    57703.2	    57703.4	3.669321e-01	0.18636098148641
ITGAE	ITGAE	     3682.2	     3682.4	9.478826e-01	0.481419673203544
PAX3	PAX3	     5077.2	     5077.4	4.728862e-01	0.240173962330847
PANK1	PANK1	    53354.2	    53354.4	9.285085e-01	0.471579770149502
ATF7IP2	ATF7IP2	    80063.2	    80063.4	4.645735e-01	0.235952028815622
NUDT1	NUDT1	     4521.2	     4521.4	6.784307e-01	0.344567867249859
KIAA1024	KIAA1024	    23251.2	    23251.4	6.902358e-01	0.350563554251747
NDUFV1	NDUFV1	     4723.2	     4723.4	3.520490e-01	0.17880201043002
NFATC4	NFATC4	     4776.2	     4776.4	6.502263e-01	0.330243147046216
SIPA1L2	SIPA1L2	    57568.2	    57568.4	6.701879e-01	0.340381435214624
RSRC1	RSRC1	    51319.2	    51319.4	5.240574e-01	0.266163280397698
SYNM	SYNM	    23336.2	    23336.4	1.278469e+00	0.649321053241046
CAPN1	CAPN1	      823.2	      823.4	3.404265e-01	0.172899064061126
GATA3	GATA3	     2625.2	     2625.4	4.531001e-01	0.230124808779582
ZNF549	ZNF549	   256051.2	   256051.4	9.007945e-01	0.457504118984302
CLSPN	CLSPN	    63967.2	    63967.4	8.831571e-02	0.0448546267722806
IPO11	IPO11	    51194.2	    51194.4	4.840987e-01	0.245868673981631
PIF1	PIF1	    80119.2	    80119.4	8.417574e-01	0.427519792456012
GRIA2	GRIA2	     2891.2	     2891.4	3.138812e-01	0.159416983420453
KRT2	KRT2	     3849.2	     3849.4	1.739247e-01	0.0883345387245471
TCEA3	TCEA3	     6920.2	     6920.4	6.642314e-01	0.337356191072114
STAR	STAR	     6770.2	     6770.4	5.471338e-01	0.277883542956283
PAX5	PAX5	     5079.2	     5079.4	7.221485e-01	0.366771681297272
CAPZB	CAPZB	      832.2	      832.4	2.526660e-01	0.128326422649436
COL22A1	COL22A1	   169044.2	   169044.4	7.662545e-01	0.389172658070467
WDR72	WDR72	   256764.2	   256764.4	9.578748e-01	0.486494607228691
LRP5	LRP5	     4041.2	     4041.4	1.712139e-02	0.0086957751715143
RPP38	RPP38	    10557.2	    10557.4	4.816057e-01	0.244602505317604
RNF38	RNF38	   152006.2	   152006.4	4.042348e-01	0.205306633240762
BHLHE22	BHLHE22	    27319.2	    27319.4	1.051478e+00	0.534034694951375
PAQR7	PAQR7	   164091.2	   164091.4	5.329703e-01	0.270690049224656
DNAJC6	DNAJC6	     9829.2	     9829.4	6.834269e-01	0.347105385051388
ZNHIT6	ZNHIT6	    54680.2	    54680.4	5.946396e-01	0.30201124264322
DDR1	DDR1	      780.2	      780.4	5.997786e-01	0.304621287073398
AOX2P	AOX2P	   344454.2	   344454.4	3.191906e-01	0.162113572231037
ZNF490	ZNF490	    57474.2	    57474.4	5.672785e-01	0.288114825702462
OR51A7	OR51A7	   119687.2	   119687.4	1.679659e-02	0.00853081264360577
TIMM13	TIMM13	    26517.2	    26517.4	7.065904e-02	0.0358869884790333
SH2D1A	SH2D1A	     4068.2	     4068.4	3.915746e-01	0.198876649879224
HYAL2	HYAL2	     8692.2	     8692.4	5.743528e-01	0.291707788791081
ZC3H3	ZC3H3	    23144.2	    23144.4	6.776479e-03	0.00344170291305134
ID4	ID4	     3400.2	     3400.4	2.093948e-01	0.106349432077898
TMEM74	TMEM74	   157753.2	   157753.4	6.028974e-01	0.306205293021801
XPO6	XPO6	    23214.2	    23214.4	4.912606e-02	0.0249506128195387
PENK	PENK	     5179.2	     5179.4	2.989292e-02	0.015182301877363
FRMD4B	FRMD4B	    23150.2	    23150.4	5.677532e-01	0.28835592087487
CAPN10	CAPN10	    11132.2	    11132.4	3.043944e-01	0.154598736777095
TTC17	TTC17	    55761.2	    55761.4	2.971881e-01	0.150938732267036
HIPK4	HIPK4	   147746.2	   147746.4	1.142246e-01	0.0580134814203842
CMTM4	CMTM4	   146223.2	   146223.4	7.466905e-01	0.379236306789671
TOR1A	TOR1A	     1861.2	     1861.4	5.334256e-01	0.27092129133967
FIGLA	FIGLA	   344018.2	   344018.4	2.994210e-01	0.152072798857452
TSPYL4	TSPYL4	    23270.2	    23270.4	7.463515e-01	0.379064132230062
PDE1A	PDE1A	     5136.2	     5136.4	5.879115e-01	0.298594110919016
PRICKLE1	PRICKLE1	   144165.2	   144165.4	8.556027e-01	0.434551675730802
LPAR5	LPAR5	    57121.2	    57121.4	5.021212e-01	0.255022113511284
MRPL48	MRPL48	    51642.2	    51642.4	4.897638e-01	0.248745919107415
LPL	LPL	     4023.2	     4023.4	4.897056e-01	0.248716359935234
LAMB1	LAMB1	     3912.2	     3912.4	1.161580e+00	0.589954350886674
WRNIP1	WRNIP1	    56897.2	    56897.4	5.849138e-01	0.29707161039589
ZNF516	ZNF516	     9658.2	     9658.4	7.651770e-01	0.388625407073479
WDR37	WDR37	    22884.2	    22884.4	3.979197e-01	0.202099259903338
DUOX1	DUOX1	    53905.2	    53905.4	6.974391e-01	0.354222035093137
ZNF420	ZNF420	   147923.2	   147923.4	3.917965e-01	0.198989350571782
TBC1D10B	TBC1D10B	    26000.2	    26000.4	3.074070e-01	0.156128804854612
ZIC5	ZIC5	    85416.2	    85416.4	1.082724e+00	0.549904212029669
TSPAN32	TSPAN32	    10077.2	    10077.4	2.862243e-01	0.145370332748922
SLC6A19	SLC6A19	   340024.2	   340024.4	8.212863e-01	0.417122734558634
ENTPD4	ENTPD4	     9583.2	     9583.4	1.140496e+00	0.579246007480197
ASCC3	ASCC3	    10973.2	    10973.4	1.621407e-01	0.0823495681922992
ZNF574	ZNF574	    64763.2	    64763.4	4.910276e-01	0.249387789928753
KHDRBS2	KHDRBS2	   202559.2	   202559.4	1.012438e-01	0.0514206686670743
ADAMTS1	ADAMTS1	     9510.2	     9510.4	8.991379e-01	0.456662749145222
SIRPD	SIRPD	   128646.2	   128646.4	6.101235e-01	0.309875353745076
CYTH1	CYTH1	     9267.2	     9267.4	4.790566e-01	0.243307844049464
SORBS1	SORBS1	    10580.2	    10580.4	1.076861e+00	0.54692645556068
ONECUT3	ONECUT3	   390874.2	   390874.4	7.446357e-01	0.378192695329244
RNH1	RNH1	     6050.2	     6050.4	3.542114e-01	0.179900270806711
RAB20	RAB20	    55647.2	    55647.4	7.138565e-01	0.362560261095863
DAPK3	DAPK3	     1613.2	     1613.4	3.859130e-01	0.196001182366887
RNF32	RNF32	   140545.2	   140545.4	1.617785e-02	0.00821656105949825
FTSJ1	FTSJ1	    24140.2	    24140.4	6.047938e-01	0.307168454776498
DSTN	DSTN	    11034.2	    11034.4	5.269797e-01	0.267647486048274
MPO	MPO	     4353.2	     4353.4	5.947071e-01	0.302045525188275
ADAM11	ADAM11	     4185.2	     4185.4	4.297837e-01	0.218282652727468
ASRGL1	ASRGL1	    80150.2	    80150.4	3.068683e-01	0.155855204750596
NR1D2	NR1D2	     9975.2	     9975.4	4.865145e-02	0.0247095633571906
ZNF30	ZNF30	    90075.2	    90075.4	5.108959e-01	0.259478692001552
SOCS6	SOCS6	     9306.2	     9306.4	6.962196e-01	0.353602663779145
WDR5B	WDR5B	    54554.2	    54554.4	1.135439e-01	0.0576677609993641
SPNS1	SPNS1	    83985.2	    83985.4	5.160217e-01	0.262082032289586
ME3	ME3	    10873.2	    10873.4	4.759864e-01	0.241748521533501
MFSD5	MFSD5	    84975.2	    84975.4	4.802600e-01	0.243919038341598
TRIM44	TRIM44	    54765.2	    54765.4	4.161601e-01	0.211363368567325
SUCLG1	SUCLG1	     8802.2	     8802.4	5.589209e-01	0.283870087946156
ARRDC2	ARRDC2	    27106.2	    27106.4	1.173604e-01	0.059606121491245
GNAL	GNAL	     2774.2	     2774.4	5.101411e-01	0.259095336964405
CHPT1	CHPT1	    56994.2	    56994.4	4.450283e-01	0.226025225858486
PRPF19	PRPF19	    27339.2	    27339.4	4.790597e-01	0.243309418507089
KDELR1	KDELR1	    10945.2	    10945.4	1.679669e-01	0.0853086343256141
TM7SF2	TM7SF2	     7108.2	     7108.4	4.552996e-01	0.231241911858815
PMS1	PMS1	     5378.2	     5378.4	3.272590e-01	0.166211428327642
ANKFN1	ANKFN1	   162282.2	   162282.4	9.027643e-01	0.458504559832437
ZNF800	ZNF800	   168850.2	   168850.4	2.865005e-01	0.145510611844391
MYH15	MYH15	    22989.2	    22989.4	4.652280e-01	0.236284442530265
ZIC1	ZIC1	     7545.2	     7545.4	5.295609e-01	0.268958450571173
FXR1	FXR1	     8087.2	     8087.4	3.759190e-01	0.190925334140539
SENP5	SENP5	   205564.2	   205564.4	2.321208e-01	0.117891730135932
SNORD116-2	SNORD116-2	100033414.2	100033414.4	1.834780e-01	0.0931865600234036
SLC22A23	SLC22A23	    63027.2	    63027.4	3.417323e-01	0.173562266243832
TGFA	TGFA	     7039.2	     7039.4	5.829009e-01	0.296049279507875
PAG1	PAG1	    55824.2	    55824.4	8.829444e-01	0.448438239614166
ANP32E	ANP32E	    81611.2	    81611.4	5.114143e-01	0.259741981947574
ATN1	ATN1	     1822.2	     1822.4	7.139613e-01	0.362613487921371
LRCH1	LRCH1	    23143.2	    23143.4	7.932132e-01	0.402864700253742
ARVCF	ARVCF	      421.2	      421.4	6.128880e-01	0.311279414423657
TRPC2	TRPC2	     7221.2	     7221.4	2.460629e-01	0.124972777119779
NBEAL1	NBEAL1	    65065.2	    65065.4	6.185755e-01	0.314168036275504
BTLA	BTLA	   151888.2	   151888.4	3.951220e-01	0.200678337291486
MIR182	MIR182	   406958.2	   406958.4	5.118686e-02	0.0259972716173032
SPDYC	SPDYC	   387778.2	   387778.4	4.944283e-01	0.251114969943096
RCBTB1	RCBTB1	    55213.2	    55213.4	5.182142e-01	0.263195580141925
ZBBX	ZBBX	    79740.2	    79740.4	5.737938e-01	0.291423878529071
HPX	HPX	     3263.2	     3263.4	1.812706e-01	0.0920654446166754
RNF185	RNF185	    91445.2	    91445.4	4.121182e-01	0.209310529769438
ARHGEF3	ARHGEF3	    50650.2	    50650.4	7.019388e-01	0.356507385729929
FAM84A	FAM84A	   151354.2	   151354.4	1.530370e-01	0.0777258940379861
COMTD1	COMTD1	   118881.2	   118881.4	1.836746e-02	0.00932864111101856
NOS3	NOS3	     4846.2	     4846.4	9.314306e-01	0.473063874222167
PRX	PRX	    57716.2	    57716.4	3.622223e-01	0.183968923253825
SLAIN1	SLAIN1	   122060.2	   122060.4	4.286486e-01	0.217706147292034
OXER1	OXER1	   165140.2	   165140.4	6.217992e-02	0.0315805319838369
PPFIBP2	PPFIBP2	     8495.2	     8495.4	8.523573e-01	0.432903370964564
PSEN2	PSEN2	     5664.2	     5664.4	1.163435e+00	0.590896486013737
TUBGCP6	TUBGCP6	    85378.2	    85378.4	2.826928e-01	0.143576720780606
ZNF235	ZNF235	     9310.2	     9310.4	2.833839e-01	0.143927723253012
CLEC4M	CLEC4M	    10332.2	    10332.4	9.311835e-02	0.0472938374712788
FXYD3	FXYD3	     5349.2	     5349.4	6.647972e-01	0.337643554983108
SCGB3A1	SCGB3A1	    92304.2	    92304.4	3.390776e-01	0.17221397183854
BCL6	BCL6	      604.2	      604.4	6.260620e-01	0.317970351439257
CBLN4	CBLN4	   140689.2	   140689.4	7.546578e-01	0.383282815252127
SDCBP2	SDCBP2	    27111.2	    27111.4	8.425705e-01	0.427932757454295
DTX4	DTX4	    23220.2	    23220.4	4.742024e-01	0.24084244656494
P4HA1	P4HA1	     5033.2	     5033.4	8.733473e-01	0.443563972752741
DECR2	DECR2	    26063.2	    26063.4	3.480774e-01	0.176784876267946
LAMA3	LAMA3	     3909.2	     3909.4	1.095252e+00	0.556267052391855
SPAG16	SPAG16	    79582.2	    79582.4	9.415140e-01	0.478185127774855
CILP	CILP	     8483.2	     8483.4	6.278750e-01	0.318891155204954
ACP5	ACP5	       54.2	       54.4	9.212212e-01	0.467878626585377
ZNF81	ZNF81	   347344.2	   347344.4	2.437463e-01	0.123796200173495
ZNF697	ZNF697	    90874.2	    90874.4	6.817715e-01	0.346264624679776
EIF4H	EIF4H	     7458.2	     7458.4	4.211034e-01	0.213874019011322
DLK2	DLK2	    65989.2	    65989.4	5.035501e-01	0.255747836898379
SNRPG	SNRPG	     6637.2	     6637.4	3.245359e-01	0.164828394276694
DDX41	DDX41	    51428.2	    51428.4	5.046020e-01	0.256282085922724
EFR3B	EFR3B	    22979.2	    22979.4	7.042958e-01	0.35770448141429
SCAI	SCAI	   286205.2	   286205.4	3.104681e-01	0.157683505575612
KBTBD8	KBTBD8	    84541.2	    84541.4	5.883820e-01	0.298833072955287
NAGS	NAGS	   162417.2	   162417.4	8.069995e-01	0.409866618044706
CLIP1	CLIP1	     6249.2	     6249.4	7.436066e-01	0.377670026186786
ALX3	ALX3	      257.2	      257.4	7.853069e-01	0.398849173054224
ADPGK	ADPGK	    83440.2	    83440.4	2.128073e-01	0.108082605189006
PLEKHA2	PLEKHA2	    59339.2	    59339.4	5.599120e-01	0.284373457285473
SPATS2	SPATS2	    65244.2	    65244.4	3.118539e-02	0.0158387338922827
DACH2	DACH2	   117154.2	   117154.4	8.333630e-01	0.423256364364031
ZNF385D	ZNF385D	    79750.2	    79750.4	6.143331e-01	0.312013365621565
NME3	NME3	     4832.2	     4832.4	5.404442e-01	0.274485964979999
C6orf163	C6orf163	   206412.2	   206412.4	2.607001e-01	0.132406858134258
ISG20	ISG20	     3669.2	     3669.4	5.251438e-01	0.266715051611737
IQCA1	IQCA1	    79781.2	    79781.4	5.033090e-01	0.255625384726339
SH3D19	SH3D19	   152503.2	   152503.4	7.944317e-01	0.403483563678177
NKX1-2	NKX1-2	   390010.2	   390010.4	3.289226e-01	0.167056353393616
EMX1	EMX1	     2016.2	     2016.4	1.233464e+00	0.626463483756676
ABHD5	ABHD5	    51099.2	    51099.4	2.653592e-01	0.134773166366335
ZNF32	ZNF32	     7580.2	     7580.4	6.691686e-01	0.339863743389817
SOCS1	SOCS1	     8651.2	     8651.4	4.829833e-01	0.245302173970457
HHEX	HHEX	     3087.2	     3087.4	1.379178e-01	0.0700470102573375
KBTBD6	KBTBD6	    89890.2	    89890.4	6.014400e-01	0.305465094782349
ARC	ARC	    23237.2	    23237.4	5.628207e-01	0.285850755638082
NFKBID	NFKBID	    84807.2	    84807.4	2.075420e-01	0.105408414307858
CCDC97	CCDC97	    90324.2	    90324.4	8.967340e-01	0.455441833440667
CBFB	CBFB	      865.2	      865.4	5.604403e-01	0.284641775338102
DPEP1	DPEP1	     1800.2	     1800.4	7.707516e-01	0.391456688194412
IL13RA2	IL13RA2	     3598.2	     3598.4	2.602171e-01	0.132161547478532
OSBPL5	OSBPL5	   114879.2	   114879.4	9.933432e-01	0.504508637169796
HPS4	HPS4	    89781.2	    89781.4	8.395130e-01	0.426379885135698
TMIGD2	TMIGD2	   126259.2	   126259.4	3.224588e-01	0.163773456879161
AMOTL1	AMOTL1	   154810.2	   154810.4	9.254468e-01	0.470024764694769
ZNF621	ZNF621	   285268.2	   285268.4	7.225132e-01	0.366956908618479
FLT4	FLT4	     2324.2	     2324.4	7.083622e-01	0.359769763506307
TNKS1BP1	TNKS1BP1	    85456.2	    85456.4	6.287870e-01	0.319354350480362
POLE	POLE	     5426.2	     5426.4	7.546571e-01	0.383282459729437
MAN2A1	MAN2A1	     4124.2	     4124.4	3.263617e-01	0.165755699028712
SLC25A33	SLC25A33	    84275.2	    84275.4	4.729346e-01	0.240198544185376
AIM2	AIM2	     9447.2	     9447.4	6.861457e-01	0.348486235177243
CPM	CPM	     1368.2	     1368.4	1.070820e+00	0.543858294750657
COPB2	COPB2	     9276.2	     9276.4	4.473567e-02	0.0227207795901534
HVCN1	HVCN1	    84329.2	    84329.4	4.634858e-01	0.23539959734516
IGFALS	IGFALS	     3483.2	     3483.4	6.643658e-01	0.33742445142849
ZNF706	ZNF706	    51123.2	    51123.4	2.718210e-01	0.138055047101677
FIGN	FIGN	    55137.2	    55137.4	8.619991e-01	0.437800340489159
PLAT	PLAT	     5327.2	     5327.4	7.255902e-01	0.368519684783426
NAV2	NAV2	    89797.2	    89797.4	6.505239e-01	0.330394294978191
TEPP	TEPP	   374739.2	   374739.4	2.996088e-01	0.152168180516138
EPS8L3	EPS8L3	    79574.2	    79574.4	9.641051e-01	0.489658911531734
LAMA4	LAMA4	     3910.2	     3910.4	7.099227e-01	0.36056232515902
PHF1	PHF1	     5252.2	     5252.4	3.792324e-01	0.192608175396611
ZNF212	ZNF212	     7988.2	     7988.4	7.006424e-01	0.355848957709052
PPP1R15A	PPP1R15A	    23645.2	    23645.4	3.524984e-01	0.179030255996652
UBE2L6	UBE2L6	     9246.2	     9246.4	8.009834e-01	0.406811103684637
DNAJA4	DNAJA4	    55466.2	    55466.4	7.293037e-01	0.370405732651001
CEP70	CEP70	    80321.2	    80321.4	8.143155e-01	0.413582338039099
CD47	CD47	      961.2	      961.4	7.122847e-01	0.361761960291163
NUP205	NUP205	    23165.2	    23165.4	6.070202e-01	0.308299220084797
TRAF7	TRAF7	    84231.2	    84231.4	1.036255e-01	0.0526303092234775
MMEL1	MMEL1	    79258.2	    79258.4	6.456459e-01	0.327916809722225
KLF4	KLF4	     9314.2	     9314.4	9.140923e-01	0.464257932726981
KCTD2	KCTD2	    23510.2	    23510.4	1.276024e-01	0.0648079263275725
ZNF491	ZNF491	   126069.2	   126069.4	6.584008e-01	0.334394890224751
KRT81	KRT81	     3887.2	     3887.4	3.952124e-01	0.200724250507382
SYT5	SYT5	     6861.2	     6861.4	8.676567e-01	0.44067377644327
FRG1	FRG1	     2483.2	     2483.4	4.578763e-01	0.23255059087871
BAIAP3	BAIAP3	     8938.2	     8938.4	8.259605e-01	0.419496711923012
NLGN1	NLGN1	    22871.2	    22871.4	6.339913e-01	0.321997560098571
MATN4	MATN4	     8785.2	     8785.4	3.475257e-01	0.176504673599698
PPM1G	PPM1G	     5496.2	     5496.4	1.488891e-01	0.0756192189471246
ACVR1	ACVR1	       90.2	       90.4	8.367329e-01	0.424967901380038
KIF1A	KIF1A	      547.2	      547.4	1.081088e+00	0.54907330471545
IFRD1	IFRD1	     3475.2	     3475.4	1.242599e-01	0.0631103054854104
COL6A6	COL6A6	   131873.2	   131873.4	1.202579e-01	0.0610777314808231
SP1	SP1	     6667.2	     6667.4	7.140106e-01	0.3626385268765
RALGAPB	RALGAPB	    57148.2	    57148.4	5.393949e-01	0.273953036468502
IL17RA	IL17RA	    23765.2	    23765.4	3.489168e-01	0.177211198761562
MYNN	MYNN	    55892.2	    55892.4	3.628059e-01	0.184265327598922
TMEM175	TMEM175	    84286.2	    84286.4	4.580993e-01	0.23266385024978
PKHD1	PKHD1	     5314.2	     5314.4	9.060392e-01	0.460167847340589
AIRE	AIRE	      326.2	      326.4	5.877079e-01	0.298490704605339
KCTD15	KCTD15	    79047.2	    79047.4	1.043343e+00	0.529903013410316
HOXD11	HOXD11	     3237.2	     3237.4	3.277317e-01	0.166451507720937
C2orf78	C2orf78	   388960.2	   388960.4	4.186706e-01	0.212638425298588
SPEG	SPEG	    10290.2	    10290.4	5.778683e-01	0.293493274526495
ST14	ST14	     6768.2	     6768.4	7.889865e-01	0.400718003465838
MLXIPL	MLXIPL	    51085.2	    51085.4	4.630597e-01	0.235183185605191
SFMBT2	SFMBT2	    57713.2	    57713.4	7.338807e-01	0.3727303431505
MIOS	MIOS	    54468.2	    54468.4	5.893785e-01	0.299339184898209
ATP13A1	ATP13A1	    57130.2	    57130.4	1.664237e-01	0.084524859162226
RAF1	RAF1	     5894.2	     5894.4	2.396757e-01	0.121728784945341
CXCR5	CXCR5	      643.2	      643.4	1.989139e-01	0.101026292426554
ZNF548	ZNF548	   147694.2	   147694.4	4.604375e-01	0.233851397610481
TMEM89	TMEM89	   440955.2	   440955.4	1.929917e-01	0.0980184688958278
C14orf180	C14orf180	   400258.2	   400258.4	1.830660e-01	0.0929773095261797
PPEF1	PPEF1	     5475.2	     5475.4	5.643012e-01	0.286602686126286
TXNIP	TXNIP	    10628.2	    10628.4	6.753480e-01	0.343002196114442
LY6K	LY6K	    54742.2	    54742.4	9.278055e-01	0.471222723791375
PEAR1	PEAR1	   375033.2	   375033.4	6.324205e-01	0.321199767183427
SLC46A1	SLC46A1	   113235.2	   113235.4	8.067645e-01	0.40974726399896
GHRL	GHRL	    51738.2	    51738.4	2.252918e-01	0.11442335235549
CRCP	CRCP	    27297.2	    27297.4	6.627693e-01	0.336613605751748
B3GNT8	B3GNT8	   374907.2	   374907.4	5.060667e-01	0.257025991755937
ZNF461	ZNF461	    92283.2	    92283.4	1.991063e-01	0.101124010377199
SLC1A4	SLC1A4	     6509.2	     6509.4	6.958682e-01	0.353424191389037
GCKR	GCKR	     2646.2	     2646.4	7.675063e-01	0.389808434217129
SLC18A2	SLC18A2	     6571.2	     6571.4	5.447021e-01	0.276648507922061
TLL1	TLL1	     7092.2	     7092.4	9.735394e-01	0.494450493973383
PSG2	PSG2	     5670.2	     5670.4	4.067100e-01	0.206563761470686
