geneID,TCGA.BC.A10Q.01,TCGA.BC.A10R.01,TCGA.BC.A10T.01,TCGA.BC.A10U.01,TCGA.BC.A10W.01,TCGA.BC.A10X.01,TCGA.BC.A10Y.01,TCGA.BC.A10Z.01,TCGA.BC.A110.01,TCGA.BC.A216.01,TCGA.BD.A2L6.01,TCGA.BD.A3EP.01,TCGA.DD.A114.01,TCGA.DD.A118.01,TCGA.DD.A119.01,TCGA.DD.A11A.01,TCGA.DD.A11B.01,TCGA.DD.A11C.01,TCGA.DD.A11D.01,TCGA.DD.A1EB.01,TCGA.DD.A1EC.01,TCGA.DD.A1EE.01,TCGA.DD.A1EH.01,TCGA.DD.A1EJ.01,TCGA.DD.A1EL.01,TCGA.DD.A39V.01,TCGA.DD.A39W.01,TCGA.DD.A39X.01,TCGA.DD.A39Z.01,TCGA.DD.A3A1.01,TCGA.DD.A3A2.01,TCGA.DD.A3A3.01,TCGA.EP.A12J.01,TCGA.EP.A26S.01,TCGA.ES.A2HT.01,TCGA.FV.A23B.01,TCGA.FV.A2QR.01
C6orf10, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
C6orf25, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
C6orf47, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
C6orf48, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
CFB, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
CLIC1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
CSNK2B, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
CYP21A1P, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
CYP21A2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
DDAH2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
DDX39B, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
DOM3Z, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
EGFL8, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
EHMT2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
FKBPL, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
GPANK1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
GPSM3, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
HCG23, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
HCP5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
HSPA1A, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
HSPA1B, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
HSPA1L, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LSM2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LST1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LTA, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LTB, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LY6G5B, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LY6G5C, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LY6G6C, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LY6G6D, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LY6G6E, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LY6G6F, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MCCD1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MEGT1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MICA, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MICB, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MIR1236, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MIR3135B, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MIR4646, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MSH5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
NCR3, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
NELFE, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
NEU1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
NFKBIL1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
NOTCH4, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
PBX2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
PPP1R2P1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
PPT2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
PRRC2A, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
PRRT1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
PSMB8, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
PSMB9, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RNA5SP206, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RNF5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SAPCD1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SKIV2L, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SLC44A4, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SNORA38|ENSG00000200816.1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SNORD117, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SNORD48, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SNORD52, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SNORD84, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
STK19, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
TAP1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
TAP2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
TNF, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
TNXB, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
VARS, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
VWA7, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
ZBTB12, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
BRD2, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
HCG24, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 2, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
COL11A2, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RXRB, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
HSD17B8, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RNY4P10, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SLC39A7, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RING1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
HCG25, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
VPS52, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RPS18, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
B3GALT4, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
WDR46, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
PFDN6, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RGL2, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
TAPBP, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
DAXX, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
ZBTB22, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
KIFC1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
CUTA, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
PHF1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SYNGAP1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MIR5004, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 1, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
ZBTB9, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RN7SL26P, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
BAK1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
GGNBP1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LINC00336, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
ITPR3, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MNF1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SBP1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MIR3934, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
IP6K3, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 2, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
LEMD2, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MLN, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
MIR1275, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
GRM4, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
HMGA1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
C6orf1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
NUDT3, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RPS10, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
PACSIN1, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
SPDEF, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
C6orf106, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RN7SL200P, 0,-1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0,-1, 0, 0, 0, 1, 1,-1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
